scenario,max_in_jam,max_stopped,max_gap_pressure,max_v_diff,min_velocity,avg_velocity_before,avg_velocity_during,velocity_drop,total_energy,total_time_lost,min_efficiency,flow_before,flow_during,flow_drop_pct,recovery_time,disturbance
Disturbance_D08,5,1,0.45,23.61,0.0,23.022222222222226,22.348888888888887,0.6733333333333391,227.3,0,103.2,1319.0,1280.5555555555557,2.914665992755447,67,8
Disturbance_D10,5,1,0.45,23.61,0.0,23.022222222222226,22.263333333333335,0.7588888888888903,246.1,0,102.6,1319.0,1275.4444444444443,3.302164939769193,71,10
Disturbance_D12,6,1,0.45,23.61,0.0,23.022222222222226,22.206666666666663,0.8155555555555623,252.8,0,102.3,1319.0,1272.3333333333333,3.5380338640384186,75,12
Disturbance_D15,6,1,0.45,23.61,0.0,23.022222222222226,22.164444444444445,0.8577777777777804,263.1,0,102.0,1319.0,1270.0,3.7149355572403335,76,15
Disturbance_D18,6,1,0.45,23.61,0.0,23.022222222222226,22.136666666666667,0.885555555555559,269.5,0,101.8,1319.0,1268.3333333333333,3.8412939095274257,76,18
