segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,25,25.0,1.25,1.25,1.25,0.0,0,0,0,25,95.53,95.53,95.53
2,ESTABILIZANDO,25,25.0,2.5,2.5,2.5,0.0,0,0,0,25,95.53,95.53,95.53
3,ESTABILIZANDO,25,25.0,3.75,3.75,3.75,0.0,0,0,0,25,95.53,95.53,95.53
4,ESTABILIZANDO,25,25.0,5.0,5.0,5.0,0.0,0,0,0,25,95.53,95.53,95.53
5,ESTABILIZANDO,25,25.0,6.25,6.25,6.25,0.0,0,0,0,25,95.53,95.53,95.53
6,ESTABILIZANDO,25,25.0,7.5,7.5,7.5,0.0,0,0,0,25,95.53,95.53,95.53
7,FLUJO_SINCRO,25,25.0,9.68,9.68,9.68,0.0,0,0,0,25,95.53,95.53,95.53
8,FLUJO_SINCRO,25,25.0,11.68,11.68,11.68,0.0,0,0,0,25,95.53,95.53,95.53
9,FLUJO_SINCRO,25,25.0,13.49,13.49,13.49,0.0,0,0,0,25,95.53,95.53,95.53
10,FLUJO_SINCRO,25,25.0,15.1,15.1,15.1,0.0,0,0,0,25,95.53,95.53,95.53
11,FRENADA_ORIGEN,25,25.0,15.97,3.1,16.52,13.42,0,1,0,24,88.21,95.53,102.93
12,FRENADA_ORIGEN,25,25.0,16.98,0.0,17.74,17.74,0,0,1,23,72.05,95.53,119.87
13,FRENADA_ORIGEN,25,25.0,17.92,0.0,18.8,18.8,0,0,1,23,55.9,95.53,138.21
14,FRENADA_ORIGEN,25,25.0,18.68,0.0,19.69,19.69,0,1,1,23,40.74,95.53,157.51
15,FRENADA_ORIGEN,25,25.0,19.27,0.0,20.45,20.45,0,1,1,22,27.42,95.53,177.63
16,DISOLVIENDO,25,25.0,19.83,2.49,21.08,18.58,0,1,0,23,17.93,95.53,197.06
17,DISOLVIENDO,25,25.0,20.3,4.94,21.6,16.66,0,1,0,1,12.91,95.53,214.59
18,DISOLVIENDO,25,25.0,20.71,7.29,22.04,14.75,0,1,0,1,11.31,95.53,230.19
19,DISOLVIENDO,25,25.0,21.08,8.13,22.4,14.27,0,1,0,2,11.97,95.53,243.91
20,DISOLVIENDO,25,25.0,21.4,9.18,22.7,13.51,0,1,0,2,13.97,95.53,255.81
21,DISOLVIENDO,25,25.0,21.69,10.53,22.94,12.41,0,0,0,2,16.68,95.53,266.02
22,DISOLVIENDO,25,25.0,21.94,11.96,23.14,11.18,0,0,0,2,19.77,95.53,274.68
23,DISOLVIENDO,25,25.0,22.17,13.37,23.3,9.93,0,0,0,2,23.01,95.53,281.92
24,DISOLVIENDO,25,25.0,22.37,14.56,23.43,8.88,0,0,0,2,23.31,95.53,287.93
25,DISOLVIENDO,25,25.0,22.54,15.01,23.54,8.53,0,0,0,3,23.89,95.53,292.84
26,DISOLVIENDO,25,25.0,22.7,15.61,23.63,8.02,0,0,0,3,25.08,95.53,296.8
27,DISOLVIENDO,25,25.0,22.84,16.28,23.7,7.43,0,0,0,3,26.65,95.53,299.96
28,DISOLVIENDO,25,25.0,22.96,16.96,23.76,6.81,0,0,0,3,28.43,95.53,302.42
29,DISOLVIENDO,25,25.0,23.06,17.62,23.81,6.19,0,0,0,3,30.32,95.53,304.31
30,DISOLVIENDO,25,25.0,23.15,18.23,23.85,5.62,0,0,0,2,32.24,95.53,305.72
31,DISOLVIENDO,25,25.0,23.23,18.8,23.88,5.08,0,0,0,1,34.14,95.53,306.71
32,DISOLVIENDO,25,25.0,23.3,19.14,23.91,4.77,0,0,0,0,36.0,95.53,307.38
33,DISOLVIENDO,25,25.0,23.36,19.34,23.93,4.59,0,0,0,0,36.62,95.53,307.77
34,DISOLVIENDO,25,25.0,23.41,19.56,23.94,4.39,0,0,0,0,37.15,95.53,307.92
35,DISOLVIENDO,25,25.0,23.46,19.79,24.06,4.27,1,0,0,0,37.84,95.53,307.9
36,DISOLVIENDO,25,25.0,23.49,20.01,24.21,4.2,1,0,0,0,38.63,95.53,307.71
37,DISOLVIENDO,25,25.0,23.53,20.24,24.34,4.1,1,0,0,0,39.49,95.53,307.41
38,DISOLVIENDO,25,25.0,23.56,20.45,24.44,3.99,1,0,0,0,40.39,95.53,307.0
39,DISOLVIENDO,25,25.0,23.58,20.65,24.52,3.87,1,0,0,0,41.31,95.53,306.5
40,DISOLVIENDO,25,25.0,23.61,20.83,24.58,3.75,1,0,0,0,42.24,95.53,305.94
41,DISOLVIENDO,25,25.0,23.62,21.0,24.64,3.64,16,0,0,0,43.16,95.53,305.33
42,DISOLVIENDO,25,25.0,23.64,21.16,24.68,3.52,17,0,0,0,44.08,95.53,304.66
43,DISOLVIENDO,25,25.0,23.66,21.31,24.72,3.41,17,0,0,0,44.98,95.53,303.97
44,DISOLVIENDO,25,25.0,23.67,21.43,24.75,3.32,17,0,0,0,45.86,95.53,303.24
45,DISOLVIENDO,25,25.0,23.68,21.48,24.77,3.29,17,0,0,0,46.72,95.53,302.49
46,DISOLVIENDO,25,25.0,23.69,21.53,24.79,3.26,17,0,0,0,47.56,95.53,301.72
47,DISOLVIENDO,25,25.0,23.7,21.58,24.81,3.23,17,0,0,0,48.39,95.53,300.93
48,DISOLVIENDO,25,25.0,23.71,21.63,24.82,3.19,17,0,0,0,48.65,95.53,300.13
49,DISOLVIENDO,25,25.0,23.72,21.69,24.83,3.14,17,0,0,0,48.92,95.53,299.32
50,DISOLVIENDO,25,25.0,23.73,21.74,24.84,3.09,17,0,0,0,49.23,95.53,298.5
51,DISOLVIENDO,25,25.0,23.73,21.79,24.84,3.05,17,0,0,0,49.56,95.53,297.68
52,DISOLVIENDO,25,25.0,23.74,21.85,24.85,3.0,17,0,0,0,49.92,95.53,296.85
53,DISOLVIENDO,25,25.0,23.74,21.9,24.85,2.95,17,0,0,0,50.29,95.53,296.02
54,DISOLVIENDO,25,25.0,23.75,21.95,24.85,2.9,17,0,0,0,50.67,95.53,295.18
55,DISOLVIENDO,25,25.0,23.75,22.0,24.86,2.86,17,0,0,0,51.07,95.53,294.34
56,DISOLVIENDO,25,25.0,23.76,22.05,24.86,2.81,17,0,0,0,51.48,95.53,293.5
57,DISOLVIENDO,25,25.0,23.76,22.1,24.86,2.76,17,0,0,0,51.89,95.53,292.66
58,DISOLVIENDO,25,25.0,23.77,22.14,24.86,2.72,17,0,0,0,52.31,95.53,291.82
59,DISOLVIENDO,25,25.0,23.77,22.19,24.86,2.67,17,0,0,0,52.73,95.53,290.98
60,DISOLVIENDO,25,25.0,23.77,22.23,24.86,2.63,16,0,0,0,53.16,95.53,290.13
61,DISOLVIENDO,25,25.0,23.78,22.27,24.86,2.59,16,0,0,0,53.58,95.53,289.29
62,DISOLVIENDO,25,25.0,23.78,22.31,24.86,2.55,17,0,0,0,54.01,95.53,288.45
63,DISOLVIENDO,25,25.0,23.78,22.35,24.86,2.51,17,0,0,0,54.43,95.53,287.6
64,DISOLVIENDO,25,25.0,23.79,22.38,24.86,2.48,17,0,0,0,54.86,95.53,286.76
65,DISOLVIENDO,25,25.0,23.79,22.39,24.86,2.47,17,0,0,0,55.29,95.53,285.92
66,DISOLVIENDO,25,25.0,23.79,22.41,24.86,2.45,17,0,0,0,55.71,95.53,285.08
67,DISOLVIENDO,25,25.0,23.79,22.42,24.86,2.44,17,0,0,0,56.13,95.53,284.23
68,DISOLVIENDO,25,25.0,23.8,22.43,24.86,2.42,17,0,0,0,56.55,95.53,283.39
69,DISOLVIENDO,25,25.0,23.8,22.45,24.86,2.41,17,0,0,0,56.74,95.53,282.55
70,DISOLVIENDO,25,25.0,23.8,22.46,24.86,2.39,17,0,0,0,56.86,95.53,281.71
71,DISOLVIENDO,25,25.0,23.8,22.48,24.86,2.38,17,0,0,0,57.0,95.53,280.87
72,DISOLVIENDO,25,25.0,23.81,22.5,24.86,2.36,17,0,0,0,57.15,95.53,280.04
73,DISOLVIENDO,25,25.0,23.81,22.52,24.85,2.34,17,0,0,0,57.32,95.53,279.2
74,DISOLVIENDO,25,25.0,23.81,22.53,24.85,2.32,17,0,0,0,57.49,95.53,278.36
75,DISOLVIENDO,25,25.0,23.81,22.55,24.85,2.3,17,0,0,0,57.68,95.53,277.53
76,DISOLVIENDO,25,25.0,23.81,22.57,24.85,2.28,16,0,0,0,57.87,95.53,276.69
77,DISOLVIENDO,25,25.0,23.81,22.59,24.85,2.26,16,0,0,0,58.08,95.53,275.86
78,DISOLVIENDO,25,25.0,23.82,22.61,24.85,2.25,16,0,0,0,58.29,95.53,275.02
79,DISOLVIENDO,25,25.0,23.82,22.62,24.85,2.23,16,0,0,0,58.5,95.53,274.19
80,DISOLVIENDO,25,25.0,23.82,22.64,24.85,2.21,16,0,0,0,58.73,95.53,273.36
81,DISOLVIENDO,25,25.0,23.82,22.66,24.85,2.19,16,0,0,0,58.95,95.53,272.53
82,DISOLVIENDO,25,25.0,23.82,22.68,24.85,2.17,16,0,0,0,59.19,95.53,271.7
83,DISOLVIENDO,25,25.0,23.83,22.7,24.85,2.15,16,0,0,0,59.42,95.53,270.87
84,DISOLVIENDO,25,25.0,23.83,22.72,24.85,2.13,16,0,0,0,59.67,95.53,270.04
85,DISOLVIENDO,25,25.0,23.83,22.73,24.84,2.11,16,0,0,0,59.91,95.53,269.21
86,DISOLVIENDO,25,25.0,23.83,22.75,24.84,2.09,16,0,0,0,60.16,95.53,268.39
87,DISOLVIENDO,25,25.0,23.83,22.77,24.84,2.07,16,0,0,0,60.41,95.53,267.56
88,DISOLVIENDO,25,25.0,23.83,22.79,24.84,2.05,16,0,0,0,60.66,95.53,266.74
89,DISOLVIENDO,25,25.0,23.83,22.8,24.84,2.04,16,0,0,0,60.91,95.53,265.91
90,DISOLVIENDO,25,25.0,23.84,22.8,24.84,2.04,16,0,0,0,61.17,95.53,265.09
91,DISOLVIENDO,25,25.0,23.84,22.81,24.84,2.03,16,0,0,0,61.42,95.53,264.27
92,DISOLVIENDO,25,25.0,23.84,22.81,24.84,2.02,16,0,0,0,61.68,95.53,263.45
93,DISOLVIENDO,25,25.0,23.84,22.82,24.84,2.02,16,0,0,0,61.94,95.53,262.63
94,DISOLVIENDO,25,25.0,23.84,22.83,24.84,2.01,16,0,0,0,62.11,95.53,261.81
95,DISOLVIENDO,25,25.0,23.84,22.83,24.84,2.0,15,0,0,0,62.18,95.53,260.99
96,RECUPERADO,25,25.0,23.84,22.84,24.83,1.99,15,0,0,0,62.25,95.53,260.17
97,RECUPERADO,25,25.0,23.84,22.85,24.83,1.98,15,0,0,0,62.34,95.53,259.36
98,RECUPERADO,25,25.0,23.85,22.86,24.83,1.97,15,0,0,0,62.43,95.53,258.54
99,RECUPERADO,25,25.0,23.85,22.87,24.83,1.97,15,0,0,0,62.53,95.53,257.73
100,RECUPERADO,25,25.0,23.85,22.87,24.83,1.96,15,0,0,0,62.64,95.53,256.91
