segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,35,25.0,1.25,1.25,1.25,0.0,0,0,0,35,66.81,66.81,66.81
2,ESTABILIZANDO,35,25.0,2.5,2.5,2.5,0.0,0,0,0,35,66.81,66.81,66.81
3,ESTABILIZANDO,35,25.0,3.75,3.75,3.75,0.0,0,0,0,35,66.81,66.81,66.81
4,ESTABILIZANDO,35,25.0,5.0,5.0,5.0,0.0,0,0,0,35,66.81,66.81,66.81
5,ESTABILIZANDO,35,25.0,6.25,6.25,6.25,0.0,0,0,0,35,66.81,66.81,66.81
6,ESTABILIZANDO,35,25.0,7.5,7.5,7.5,0.0,0,0,0,35,66.81,66.81,66.81
7,FLUJO_SINCRO,35,25.0,9.64,9.64,9.64,0.0,0,0,0,35,66.81,66.81,66.81
8,FLUJO_SINCRO,35,25.0,11.6,11.6,11.6,0.0,0,0,0,35,66.81,66.81,66.81
9,FLUJO_SINCRO,35,25.0,13.36,13.36,13.36,0.0,0,0,0,35,66.81,66.81,66.81
10,FLUJO_SINCRO,35,25.0,14.91,14.91,14.91,0.0,0,0,0,35,66.81,66.81,66.81
11,FRENADA_ORIGEN,35,25.0,15.87,2.91,16.26,13.35,0,1,0,33,59.6,66.81,74.17
12,FRENADA_ORIGEN,35,25.0,16.85,0.0,17.43,17.43,0,1,1,33,44.47,66.81,90.86
13,FRENADA_ORIGEN,35,25.0,17.72,0.0,18.41,18.41,0,1,1,32,30.65,66.81,108.85
14,FRENADA_ORIGEN,35,25.0,18.4,0.0,19.25,19.25,0,1,1,32,19.25,66.81,127.73
15,FRENADA_ORIGEN,35,25.0,18.92,0.0,19.94,19.94,0,2,1,31,10.92,66.81,147.37
16,DISOLVIENDO,35,25.0,19.38,2.49,20.52,18.03,0,2,0,31,6.9,66.81,166.26
17,DISOLVIENDO,35,25.0,19.78,4.04,20.99,16.95,0,1,0,1,6.63,66.81,183.21
18,DISOLVIENDO,35,25.0,20.12,4.89,21.39,16.49,0,2,0,2,8.44,66.81,198.18
19,DISOLVIENDO,35,25.0,20.42,6.38,21.71,15.33,0,2,0,2,11.29,66.81,211.22
20,DISOLVIENDO,35,25.0,20.67,8.09,21.97,13.88,0,1,0,2,11.96,66.81,222.42
21,DISOLVIENDO,35,25.0,20.9,8.73,22.18,13.46,0,1,0,3,12.49,66.81,231.89
22,DISOLVIENDO,35,25.0,21.1,9.59,22.36,12.77,0,1,0,3,14.12,66.81,239.77
23,DISOLVIENDO,35,25.0,21.28,10.73,22.5,11.77,0,1,0,3,16.35,66.81,246.22
24,DISOLVIENDO,35,25.0,21.44,11.97,22.61,10.64,0,1,0,3,17.43,66.81,251.41
25,DISOLVIENDO,35,25.0,21.58,12.35,22.7,10.36,0,0,0,3,17.92,66.81,255.49
26,DISOLVIENDO,35,25.0,21.7,12.97,22.78,9.81,0,0,0,4,19.11,66.81,258.62
27,DISOLVIENDO,35,25.0,21.82,13.73,22.84,9.11,0,0,0,4,20.72,66.81,260.92
28,DISOLVIENDO,35,25.0,21.92,14.56,22.89,8.33,0,0,0,4,22.55,66.81,262.53
29,DISOLVIENDO,35,25.0,22.01,15.0,22.93,7.93,0,0,0,4,22.93,66.81,263.55
30,DISOLVIENDO,35,25.0,22.09,15.34,22.96,7.62,0,0,0,3,23.57,66.81,264.09
31,DISOLVIENDO,35,25.0,22.16,15.79,23.02,7.23,0,0,0,2,24.55,66.81,264.22
32,DISOLVIENDO,35,25.0,22.22,16.28,23.34,7.06,0,0,0,3,25.75,66.81,264.01
33,DISOLVIENDO,35,25.0,22.28,16.79,23.61,6.82,0,0,0,2,27.06,66.81,263.53
34,DISOLVIENDO,35,25.0,22.33,17.09,23.83,6.75,0,0,0,0,27.94,66.81,262.82
35,DISOLVIENDO,35,25.0,22.37,17.29,24.01,6.73,1,0,0,0,28.3,66.81,261.93
36,DISOLVIENDO,35,25.0,22.41,17.54,24.16,6.63,1,0,0,0,28.89,66.81,260.89
37,DISOLVIENDO,35,25.0,22.44,17.81,24.28,6.47,1,0,0,0,29.63,66.81,259.72
38,DISOLVIENDO,35,25.0,22.47,18.1,24.38,6.27,1,0,0,0,30.47,66.81,258.45
39,DISOLVIENDO,35,25.0,22.5,18.39,24.45,6.06,1,0,0,0,31.36,66.81,257.1
40,DISOLVIENDO,35,25.0,22.53,18.58,24.52,5.93,1,0,0,0,32.28,66.81,255.69
41,DISOLVIENDO,35,25.0,22.55,18.69,24.57,5.88,1,0,0,0,32.68,66.81,254.22
42,DISOLVIENDO,35,25.0,22.57,18.82,24.61,5.79,1,0,0,0,33.01,66.81,252.71
43,DISOLVIENDO,35,25.0,22.59,18.97,24.64,5.67,1,0,0,0,33.43,66.81,251.17
44,DISOLVIENDO,35,25.0,22.6,19.12,24.67,5.54,1,0,0,0,33.93,66.81,249.6
45,DISOLVIENDO,35,25.0,22.62,19.28,24.69,5.4,1,0,0,0,34.49,66.81,248.01
46,DISOLVIENDO,35,25.0,22.63,19.44,24.7,5.26,1,0,0,0,35.07,66.81,246.4
47,DISOLVIENDO,35,25.0,22.64,19.59,24.72,5.12,1,0,0,0,35.68,66.81,244.78
48,DISOLVIENDO,35,25.0,22.65,19.64,24.72,5.08,1,0,0,0,36.29,66.81,243.15
49,DISOLVIENDO,35,25.0,22.66,19.71,24.73,5.02,1,0,0,0,36.59,66.81,241.51
50,DISOLVIENDO,35,25.0,22.67,19.78,24.74,4.95,1,0,0,0,36.81,66.81,239.86
51,DISOLVIENDO,35,25.0,22.68,19.86,24.74,4.88,1,0,0,0,37.09,66.81,238.22
52,DISOLVIENDO,35,25.0,22.69,19.95,24.74,4.79,1,0,0,0,37.41,66.81,236.57
53,DISOLVIENDO,35,25.0,22.7,20.04,24.74,4.71,1,0,0,0,37.77,66.81,234.92
54,DISOLVIENDO,35,25.0,22.7,20.13,24.74,4.62,1,0,0,0,38.15,66.81,233.26
55,DISOLVIENDO,35,25.0,22.71,20.21,24.74,4.53,1,0,0,0,38.55,66.81,231.61
56,DISOLVIENDO,35,25.0,22.72,20.29,24.74,4.46,1,0,0,0,38.96,66.81,229.96
