segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,20,35.0,1.25,1.25,1.25,0.0,0,0,0,20,120.66,120.66,120.66
2,ESTABILIZANDO,20,35.0,2.5,2.5,2.5,0.0,0,0,0,20,120.66,120.66,120.66
3,ESTABILIZANDO,20,35.0,3.75,3.75,3.75,0.0,0,0,0,20,120.66,120.66,120.66
4,ESTABILIZANDO,20,35.0,5.0,5.0,5.0,0.0,0,0,0,20,120.66,120.66,120.66
5,ESTABILIZANDO,20,35.0,6.25,6.25,6.25,0.0,0,0,0,20,120.66,120.66,120.66
6,ESTABILIZANDO,20,35.0,7.5,7.5,7.5,0.0,0,0,0,20,120.66,120.66,120.66
7,FLUJO_SINCRO,20,35.0,9.83,9.83,9.83,0.0,0,0,0,20,120.66,120.66,120.66
8,FLUJO_SINCRO,20,35.0,12.06,12.06,12.06,0.0,0,0,0,20,120.66,120.66,120.66
9,FLUJO_SINCRO,20,35.0,14.17,14.17,14.17,0.0,0,0,0,20,120.66,120.66,120.66
10,FLUJO_SINCRO,20,35.0,16.15,16.15,16.15,0.0,0,0,0,20,120.66,120.66,120.66
11,FRENADA_ORIGEN,20,35.0,17.3,4.15,18.0,13.84,0,1,0,19,113.1,120.66,128.29
12,FRENADA_ORIGEN,20,35.0,18.66,0.0,19.7,19.7,0,0,1,18,95.32,120.66,146.71
13,FRENADA_ORIGEN,20,35.0,20.06,0.0,21.26,21.26,0,0,1,18,76.67,120.66,167.28
14,FRENADA_ORIGEN,20,35.0,21.28,0.0,22.68,22.68,0,1,1,18,58.49,120.66,189.33
15,FRENADA_ORIGEN,20,35.0,22.33,0.0,23.96,23.96,0,1,1,18,41.73,120.66,212.72
16,DISOLVIENDO,20,35.0,23.34,2.5,25.11,22.61,0,1,0,18,28.61,120.66,235.95
17,DISOLVIENDO,20,35.0,24.23,4.97,26.14,21.17,0,1,0,18,20.18,120.66,257.77
18,DISOLVIENDO,20,35.0,25.03,7.39,27.05,19.66,0,0,0,18,15.77,120.66,278.11
19,DISOLVIENDO,20,35.0,25.76,9.74,27.86,18.12,0,1,0,17,14.42,120.66,296.93
20,DISOLVIENDO,20,35.0,26.42,10.64,28.58,17.94,0,1,0,18,15.11,120.66,314.2
21,DISOLVIENDO,20,35.0,27.02,11.78,29.21,17.43,0,1,0,18,17.08,120.66,329.93
22,DISOLVIENDO,20,35.0,27.57,13.22,29.76,16.54,0,0,0,17,19.81,120.66,344.16
23,DISOLVIENDO,20,35.0,28.06,14.78,30.25,15.47,0,0,0,2,22.99,120.66,356.94
24,DISOLVIENDO,20,35.0,28.51,16.36,30.67,14.3,0,0,0,2,26.43,120.66,368.33
25,DISOLVIENDO,20,35.0,28.92,17.92,31.04,13.12,0,0,0,2,27.99,120.66,378.43
26,DISOLVIENDO,20,35.0,29.3,18.6,31.36,12.76,0,0,0,3,28.4,120.66,387.31
27,DISOLVIENDO,20,35.0,29.64,19.36,31.64,12.27,0,0,0,3,29.57,120.66,395.07
28,DISOLVIENDO,20,35.0,29.95,20.24,31.88,11.64,0,0,0,3,31.25,120.66,401.79
29,DISOLVIENDO,20,35.0,30.23,21.17,32.09,10.92,0,0,0,3,33.27,120.66,407.57
30,DISOLVIENDO,20,35.0,30.49,22.1,32.27,10.17,0,0,0,3,35.5,120.66,412.51
31,DISOLVIENDO,20,35.0,30.72,23.01,32.43,9.41,0,0,0,3,37.84,120.66,416.68
32,DISOLVIENDO,20,35.0,30.93,23.85,32.56,8.71,0,0,0,3,40.23,120.66,420.16
33,DISOLVIENDO,20,35.0,31.12,24.21,32.68,8.47,0,0,0,3,41.57,120.66,423.03
34,DISOLVIENDO,20,35.0,31.3,24.64,32.78,8.14,0,0,0,3,42.26,120.66,425.36
35,DISOLVIENDO,20,35.0,31.45,25.1,32.87,7.77,0,0,0,3,43.23,120.66,427.21
