segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
102,DISOLVIENDO,30,35.0,31.03,28.79,33.96,5.17,0,0,0,0,55.08,78.78,187.81
103,DISOLVIENDO,30,35.0,31.03,28.8,33.94,5.14,0,0,0,0,55.26,78.78,185.43
104,DISOLVIENDO,30,35.0,31.04,28.82,33.92,5.1,0,0,0,0,55.43,78.78,183.06
105,DISOLVIENDO,30,35.0,31.04,28.84,33.89,5.05,0,0,0,0,55.5,78.78,180.71
106,DISOLVIENDO,30,35.0,31.05,28.86,33.87,5.01,0,0,0,0,55.59,78.78,178.39
107,DISOLVIENDO,30,35.0,31.05,28.89,33.85,4.96,0,0,0,0,55.69,78.78,176.09
108,DISOLVIENDO,30,35.0,31.06,28.92,33.83,4.91,0,0,0,0,55.81,78.78,173.81
109,DISOLVIENDO,30,35.0,31.06,28.94,33.8,4.86,0,0,0,0,55.94,78.78,171.56
110,DISOLVIENDO,30,35.0,31.07,28.97,33.78,4.81,0,0,0,0,56.07,78.78,169.33
111,DISOLVIENDO,30,35.0,31.07,28.98,33.75,4.77,0,0,0,0,56.22,78.78,167.12
112,DISOLVIENDO,30,35.0,31.08,28.99,33.74,4.75,0,0,0,0,56.38,78.78,164.94
113,DISOLVIENDO,30,35.0,31.08,29.01,33.74,4.73,0,0,0,0,56.49,78.78,162.79
114,DISOLVIENDO,30,35.0,31.09,29.03,33.73,4.71,0,0,0,0,56.56,78.78,160.66
115,DISOLVIENDO,30,35.0,31.09,29.05,33.73,4.68,0,0,0,0,56.64,78.78,158.55
116,DISOLVIENDO,30,35.0,31.09,29.07,33.72,4.65,0,0,0,0,56.73,78.78,156.48
117,DISOLVIENDO,30,35.0,31.1,29.09,33.71,4.62,0,0,0,0,56.84,78.78,154.43
118,DISOLVIENDO,30,35.0,31.1,29.12,33.71,4.59,0,0,0,0,56.95,78.78,152.4
119,DISOLVIENDO,30,35.0,31.11,29.13,33.7,4.57,0,0,0,0,57.08,78.78,150.41
120,DISOLVIENDO,30,35.0,31.11,29.14,33.69,4.55,0,0,0,0,57.21,78.78,148.44
121,DISOLVIENDO,30,35.0,31.11,29.15,33.68,4.53,0,0,0,0,57.35,78.78,146.5
122,DISOLVIENDO,30,35.0,31.12,29.17,33.68,4.51,0,0,0,0,57.42,78.78,144.59
123,DISOLVIENDO,30,35.0,31.12,29.18,33.67,4.48,0,0,0,0,57.49,78.78,142.7
124,DISOLVIENDO,30,35.0,31.13,29.2,33.66,4.46,0,0,0,0,57.56,78.78,140.85
125,DISOLVIENDO,30,35.0,31.13,29.22,33.65,4.43,0,0,0,0,57.64,78.78,139.03
126,DISOLVIENDO,30,35.0,31.13,29.24,33.64,4.4,0,0,0,0,57.74,78.78,137.23
127,DISOLVIENDO,30,35.0,31.14,29.26,33.63,4.37,0,0,0,0,57.84,78.78,135.47
128,DISOLVIENDO,30,35.0,31.14,29.27,33.61,4.35,0,0,0,0,57.95,78.78,133.73
129,DISOLVIENDO,30,35.0,31.14,29.28,33.6,4.33,0,0,0,0,58.07,78.78,132.03
130,DISOLVIENDO,30,35.0,31.15,29.29,33.59,4.3,0,0,0,0,58.2,78.78,131.27
131,DISOLVIENDO,30,35.0,31.15,29.3,33.58,4.28,0,0,0,0,58.25,78.78,130.87
132,DISOLVIENDO,30,35.0,31.15,29.31,33.56,4.25,0,0,0,0,58.31,78.78,130.44
133,DISOLVIENDO,30,35.0,31.16,29.33,33.55,4.22,0,0,0,0,58.37,78.78,130.0
134,DISOLVIENDO,30,35.0,31.16,29.34,33.53,4.19,0,0,0,0,58.45,78.78,129.54
135,DISOLVIENDO,30,35.0,31.16,29.36,33.52,4.16,0,0,0,0,58.53,78.78,129.05
136,DISOLVIENDO,30,35.0,31.17,29.38,33.5,4.13,0,0,0,0,58.62,78.78,128.55
137,DISOLVIENDO,30,35.0,31.17,29.39,33.49,4.1,0,0,0,0,58.72,78.78,128.03
138,DISOLVIENDO,30,35.0,31.17,29.4,33.47,4.08,0,0,0,0,58.83,78.78,127.49
139,DISOLVIENDO,30,35.0,31.18,29.4,33.46,4.06,0,0,0,0,58.94,78.78,126.94
140,DISOLVIENDO,30,35.0,31.18,29.42,33.46,4.05,0,0,0,0,59.0,78.78,126.36
141,DISOLVIENDO,30,35.0,31.18,29.43,33.46,4.03,0,0,0,0,59.05,78.78,125.77
142,DISOLVIENDO,30,35.0,31.18,29.44,33.45,4.01,0,0,0,0,59.11,78.78,125.16
143,DISOLVIENDO,30,35.0,31.19,29.45,33.45,3.99,0,0,0,0,59.17,78.78,124.53
144,DISOLVIENDO,30,35.0,31.19,29.47,33.44,3.97,0,0,0,0,59.25,78.78,123.89
145,DISOLVIENDO,30,35.0,31.19,29.48,33.44,3.95,0,0,0,0,59.33,78.78,123.23
146,DISOLVIENDO,30,35.0,31.19,29.49,33.43,3.94,0,0,0,0,59.41,78.78,122.56
147,DISOLVIENDO,30,35.0,31.2,29.5,33.42,3.92,0,0,0,0,59.51,78.78,121.87
148,DISOLVIENDO,30,35.0,31.2,29.51,33.42,3.91,0,0,0,0,59.61,78.78,121.28
149,DISOLVIENDO,30,35.0,31.2,29.52,33.41,3.89,0,0,0,0,59.67,78.78,121.13
150,DISOLVIENDO,30,35.0,31.21,29.53,33.4,3.88,0,0,0,0,59.72,78.78,120.96
151,DISOLVIENDO,30,35.0,31.21,29.54,33.39,3.86,0,0,0,0,59.77,78.78,120.78
152,DISOLVIENDO,30,35.0,31.21,29.55,33.39,3.84,0,0,0,0,59.82,78.78,120.58
153,DISOLVIENDO,30,35.0,31.21,29.56,33.38,3.81,0,0,0,0,59.89,78.78,120.36
154,DISOLVIENDO,30,35.0,31.21,29.58,33.37,3.79,0,0,0,0,59.96,78.78,120.13
155,DISOLVIENDO,30,35.0,31.22,29.59,33.36,3.77,0,0,0,0,60.04,78.78,119.88
156,DISOLVIENDO,30,35.0,31.22,29.59,33.35,3.75,0,0,0,0,60.12,78.78,119.62
157,DISOLVIENDO,30,35.0,31.22,29.6,33.33,3.74,0,0,0,0,60.21,78.78,119.34
158,DISOLVIENDO,30,35.0,31.22,29.61,33.32,3.72,0,0,0,0,60.29,78.78,119.04
159,DISOLVIENDO,30,35.0,31.23,29.61,33.31,3.7,0,0,0,0,60.32,78.78,118.73
160,DISOLVIENDO,30,35.0,31.23,29.62,33.3,3.67,0,0,0,0,60.37,78.78,118.39
161,DISOLVIENDO,30,35.0,31.23,29.63,33.28,3.65,0,0,0,0,60.42,78.78,118.04
162,DISOLVIENDO,30,35.0,31.23,29.65,33.28,3.64,0,0,0,0,60.47,78.78,117.68
163,DISOLVIENDO,30,35.0,31.24,29.66,33.28,3.62,0,0,0,0,60.54,78.78,117.29
164,DISOLVIENDO,30,35.0,31.24,29.67,33.27,3.6,0,0,0,0,60.6,78.78,116.89
165,DISOLVIENDO,30,35.0,31.24,29.67,33.27,3.6,0,0,0,0,60.68,78.78,116.47
166,DISOLVIENDO,30,35.0,31.24,29.68,33.27,3.59,0,0,0,0,60.76,78.78,116.03
167,DISOLVIENDO,30,35.0,31.24,29.69,33.26,3.58,0,0,0,0,60.84,78.78,115.57
168,DISOLVIENDO,30,35.0,31.25,29.69,33.26,3.56,0,0,0,0,60.88,78.78,115.1
169,DISOLVIENDO,30,35.0,31.25,29.7,33.25,3.55,0,0,0,0,60.92,78.78,114.68
170,DISOLVIENDO,30,35.0,31.25,29.71,33.24,3.53,0,0,0,0,60.96,78.78,114.57
171,DISOLVIENDO,30,35.0,31.25,29.72,33.24,3.52,0,0,0,0,61.01,78.78,114.45
172,DISOLVIENDO,30,35.0,31.26,29.73,33.23,3.5,0,0,0,0,61.06,78.78,114.32
173,DISOLVIENDO,30,35.0,31.26,29.74,33.22,3.48,0,0,0,0,61.12,78.78,114.17
174,DISOLVIENDO,30,35.0,31.26,29.75,33.21,3.47,0,0,0,0,61.19,78.78,114.0
175,DISOLVIENDO,30,35.0,31.26,29.75,33.21,3.45,0,0,0,0,61.26,78.78,113.83
176,DISOLVIENDO,30,35.0,31.26,29.76,33.2,3.44,0,0,0,0,61.33,78.78,113.63
177,DISOLVIENDO,30,35.0,31.27,29.76,33.19,3.42,0,0,0,0,61.4,78.78,113.42
178,DISOLVIENDO,30,35.0,31.27,29.77,33.18,3.4,0,0,0,0,61.43,78.78,113.19
179,DISOLVIENDO,30,35.0,31.27,29.78,33.16,3.39,0,0,0,0,61.46,78.78,112.95
180,DISOLVIENDO,30,35.0,31.27,29.79,33.15,3.37,0,0,0,0,61.5,78.78,112.69
181,DISOLVIENDO,30,35.0,31.27,29.8,33.14,3.35,0,0,0,0,61.55,78.78,112.41
182,DISOLVIENDO,30,35.0,31.28,29.81,33.14,3.34,0,0,0,0,61.6,78.78,112.11
183,DISOLVIENDO,30,35.0,31.28,29.82,33.14,3.32,0,0,0,0,61.66,78.78,111.8
184,DISOLVIENDO,30,35.0,31.28,29.82,33.14,3.32,0,0,0,0,61.72,78.78,111.47
185,DISOLVIENDO,30,35.0,31.28,29.82,33.13,3.31,0,0,0,0,61.79,78.78,111.12
186,DISOLVIENDO,30,35.0,31.29,29.83,33.13,3.3,0,0,0,0,61.86,78.78,110.75
187,DISOLVIENDO,30,35.0,31.29,29.83,33.12,3.29,0,0,0,0,61.9,78.78,110.36
188,DISOLVIENDO,30,35.0,31.29,29.84,33.12,3.28,0,0,0,0,61.93,78.78,110.16
189,DISOLVIENDO,30,35.0,31.29,29.85,33.11,3.26,0,0,0,0,61.96,78.78,110.07
190,DISOLVIENDO,30,35.0,31.29,29.86,33.1,3.25,0,0,0,0,62.0,78.78,109.96
191,DISOLVIENDO,30,35.0,31.3,29.86,33.1,3.23,0,0,0,0,62.05,78.78,109.84
192,DISOLVIENDO,30,35.0,31.3,29.87,33.09,3.22,0,0,0,0,62.1,78.78,109.71
193,DISOLVIENDO,30,35.0,31.3,29.88,33.08,3.2,0,0,0,0,62.15,78.78,109.56
194,DISOLVIENDO,30,35.0,31.3,29.88,33.07,3.19,0,0,0,0,62.21,78.78,109.4
195,DISOLVIENDO,30,35.0,31.3,29.89,33.06,3.18,0,0,0,0,62.27,78.78,109.22
196,DISOLVIENDO,30,35.0,31.31,29.89,33.05,3.16,0,0,0,0,62.34,78.78,109.02
197,DISOLVIENDO,30,35.0,31.31,29.9,33.04,3.14,0,0,0,0,62.36,78.78,108.81
198,DISOLVIENDO,30,35.0,31.31,29.9,33.03,3.13,0,0,0,0,62.39,78.78,108.58
199,DISOLVIENDO,30,35.0,31.31,29.91,33.03,3.12,0,0,0,0,62.43,78.78,108.34
200,DISOLVIENDO,30,35.0,31.31,29.92,33.03,3.11,0,0,0,0,62.46,78.78,108.08
201,DISOLVIENDO,30,35.0,31.32,29.93,33.02,3.1,0,0,0,0,62.51,78.78,107.8
202,DISOLVIENDO,30,35.0,31.32,29.93,33.02,3.08,0,0,0,0,62.55,78.78,107.5
203,DISOLVIENDO,30,35.0,31.32,29.94,33.01,3.08,0,0,0,0,62.61,78.78,107.18
204,DISOLVIENDO,30,35.0,31.32,29.94,33.01,3.07,0,0,0,0,62.66,78.78,106.84
205,DISOLVIENDO,30,35.0,31.32,29.95,33.0,3.06,0,0,0,0,62.72,78.78,106.75
206,DISOLVIENDO,30,35.0,31.33,29.95,33.0,3.05,0,0,0,0,62.77,78.78,106.66
207,DISOLVIENDO,30,35.0,31.33,29.96,32.99,3.04,0,0,0,0,62.8,78.78,106.56
208,DISOLVIENDO,30,35.0,31.33,29.96,32.99,3.02,0,0,0,0,62.82,78.78,106.45
209,DISOLVIENDO,30,35.0,31.33,29.97,32.98,3.01,0,0,0,0,62.85,78.78,106.33
210,DISOLVIENDO,30,35.0,31.33,29.97,32.97,3.0,0,0,0,0,62.89,78.78,106.19
211,DISOLVIENDO,30,35.0,31.34,29.98,32.96,2.98,0,0,0,0,62.93,78.78,106.04
212,DISOLVIENDO,30,35.0,31.34,29.99,32.95,2.96,0,0,0,0,62.98,78.78,105.87
213,DISOLVIENDO,30,35.0,31.34,29.99,32.94,2.95,0,0,0,0,63.02,78.78,105.69
214,DISOLVIENDO,30,35.0,31.34,30.0,32.93,2.94,0,0,0,0,63.08,78.78,105.49
215,DISOLVIENDO,30,35.0,31.34,30.0,32.93,2.93,0,0,0,0,63.13,78.78,105.28
216,DISOLVIENDO,30,35.0,31.35,30.0,32.93,2.92,0,0,0,0,63.18,78.78,105.05
217,DISOLVIENDO,30,35.0,31.35,30.01,32.92,2.91,0,0,0,0,63.2,78.78,104.8
218,DISOLVIENDO,30,35.0,31.35,30.01,32.92,2.91,0,0,0,0,63.22,78.78,104.53
219,DISOLVIENDO,30,35.0,31.35,30.02,32.91,2.9,0,0,0,0,63.25,78.78,104.25
220,DISOLVIENDO,30,35.0,31.35,30.03,32.91,2.88,0,0,0,0,63.29,78.78,104.05
221,DISOLVIENDO,30,35.0,31.35,30.03,32.91,2.87,0,0,0,0,63.33,78.78,103.98
222,DISOLVIENDO,30,35.0,31.36,30.04,32.9,2.86,0,0,0,0,63.37,78.78,103.9
223,DISOLVIENDO,30,35.0,31.36,30.04,32.89,2.85,0,0,0,0,63.41,78.78,103.8
224,DISOLVIENDO,30,35.0,31.36,30.05,32.89,2.84,0,0,0,0,63.46,78.78,103.7
225,DISOLVIENDO,30,35.0,31.36,30.05,32.88,2.83,0,0,0,0,63.51,78.78,103.58
226,DISOLVIENDO,30,35.0,31.36,30.05,32.87,2.82,0,0,0,0,63.55,78.78,103.45
227,DISOLVIENDO,30,35.0,31.36,30.06,32.86,2.8,0,0,0,0,63.57,78.78,103.3
228,DISOLVIENDO,30,35.0,31.37,30.06,32.85,2.79,0,0,0,0,63.6,78.78,103.14
229,DISOLVIENDO,30,35.0,31.37,30.07,32.84,2.78,0,0,0,0,63.62,78.78,102.97
230,DISOLVIENDO,30,35.0,31.37,30.07,32.84,2.77,0,0,0,0,63.66,78.78,102.78
231,DISOLVIENDO,30,35.0,31.37,30.08,32.84,2.76,0,0,0,0,63.69,78.78,102.58
232,DISOLVIENDO,30,35.0,31.37,30.08,32.83,2.75,0,0,0,0,63.73,78.78,102.35
233,DISOLVIENDO,30,35.0,31.38,30.09,32.83,2.74,0,0,0,0,63.77,78.78,102.12
234,DISOLVIENDO,30,35.0,31.38,30.1,32.83,2.73,0,0,0,0,63.82,78.78,101.87
235,DISOLVIENDO,30,35.0,31.38,30.1,32.82,2.72,0,0,0,0,63.87,78.78,101.75
236,DISOLVIENDO,30,35.0,31.38,30.11,32.82,2.71,0,0,0,0,63.92,78.78,101.68
237,DISOLVIENDO,30,35.0,31.38,30.11,32.81,2.7,0,0,0,0,63.97,78.78,101.61
238,DISOLVIENDO,30,35.0,31.38,30.11,32.81,2.69,0,0,0,0,64.03,78.78,101.52
239,DISOLVIENDO,30,35.0,31.38,30.12,32.8,2.68,0,0,0,0,64.07,78.78,101.42
240,DISOLVIENDO,30,35.0,31.39,30.12,32.79,2.67,0,0,0,0,64.09,78.78,101.31
241,DISOLVIENDO,30,35.0,31.39,30.13,32.78,2.66,0,0,0,0,64.12,78.78,101.19
242,DISOLVIENDO,30,35.0,31.39,30.13,32.78,2.64,0,0,0,0,64.15,78.78,101.05
243,DISOLVIENDO,30,35.0,31.39,30.14,32.77,2.63,0,0,0,0,64.18,78.78,100.9
244,DISOLVIENDO,30,35.0,31.39,30.14,32.76,2.62,0,0,0,0,64.22,78.78,100.74
245,DISOLVIENDO,30,35.0,31.39,30.15,32.76,2.61,0,0,0,0,64.26,78.78,100.56
246,DISOLVIENDO,30,35.0,31.4,30.16,32.76,2.6,0,0,0,0,64.3,78.78,100.37
247,DISOLVIENDO,30,35.0,31.4,30.17,32.75,2.59,0,0,0,0,64.35,78.78,100.17
248,DISOLVIENDO,30,35.0,31.4,30.17,32.75,2.58,0,0,0,0,64.4,78.78,99.95
249,DISOLVIENDO,30,35.0,31.4,30.18,32.75,2.57,0,0,0,0,64.45,78.78,99.81
250,DISOLVIENDO,30,35.0,31.4,30.18,32.74,2.56,0,0,0,0,64.51,78.78,99.76
251,DISOLVIENDO,30,35.0,31.4,30.18,32.74,2.55,0,0,0,0,64.56,78.78,99.69
252,DISOLVIENDO,30,35.0,31.4,30.19,32.73,2.54,0,0,0,0,64.62,78.78,99.62
253,DISOLVIENDO,30,35.0,31.41,30.19,32.72,2.53,0,0,0,0,64.68,78.78,99.53
254,DISOLVIENDO,30,35.0,31.41,30.2,32.72,2.52,0,0,0,0,64.7,78.78,99.43
255,DISOLVIENDO,30,35.0,31.41,30.2,32.71,2.51,0,0,0,0,64.73,78.78,99.32
