segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,25,35.0,1.25,1.25,1.25,0.0,0,0,0,25,95.53,95.53,95.53
2,ESTABILIZANDO,25,35.0,2.5,2.5,2.5,0.0,0,0,0,25,95.53,95.53,95.53
3,ESTABILIZANDO,25,35.0,3.75,3.75,3.75,0.0,0,0,0,25,95.53,95.53,95.53
4,ESTABILIZANDO,25,35.0,5.0,5.0,5.0,0.0,0,0,0,25,95.53,95.53,95.53
5,ESTABILIZANDO,25,35.0,6.25,6.25,6.25,0.0,0,0,0,25,95.53,95.53,95.53
6,ESTABILIZANDO,25,35.0,7.5,7.5,7.5,0.0,0,0,0,25,95.53,95.53,95.53
7,FLUJO_SINCRO,25,35.0,9.82,9.82,9.82,0.0,0,0,0,25,95.53,95.53,95.53
8,FLUJO_SINCRO,25,35.0,12.03,12.03,12.03,0.0,0,0,0,25,95.53,95.53,95.53
9,FLUJO_SINCRO,25,35.0,14.12,14.12,14.12,0.0,0,0,0,25,95.53,95.53,95.53
10,FLUJO_SINCRO,25,35.0,16.07,16.07,16.07,0.0,0,0,0,25,95.53,95.53,95.53
11,FRENADA_ORIGEN,25,35.0,17.32,4.07,17.89,13.81,0,1,0,24,88.02,95.53,103.14
12,FRENADA_ORIGEN,25,35.0,18.7,0.0,19.55,19.55,0,0,1,23,70.67,95.53,121.5
13,FRENADA_ORIGEN,25,35.0,20.06,0.0,21.07,21.07,0,1,1,23,53.3,95.53,141.9
14,FRENADA_ORIGEN,25,35.0,21.23,0.0,22.45,22.45,0,1,1,23,37.39,95.53,163.75
15,FRENADA_ORIGEN,25,35.0,22.22,0.0,23.69,23.69,0,1,1,22,24.01,95.53,186.89
16,DISOLVIENDO,25,35.0,23.16,2.5,24.8,22.3,0,1,0,23,15.09,95.53,209.83
17,DISOLVIENDO,25,35.0,23.99,4.97,25.79,20.82,0,2,0,23,10.91,95.53,231.33
18,DISOLVIENDO,25,35.0,24.73,7.06,26.66,19.61,0,1,0,22,10.11,95.53,251.3
19,DISOLVIENDO,25,35.0,25.39,7.79,27.43,19.64,0,1,0,23,11.41,95.53,269.7
20,DISOLVIENDO,25,35.0,25.99,9.14,28.11,18.97,0,2,0,22,13.91,95.53,286.52
21,DISOLVIENDO,25,35.0,26.53,10.79,28.71,17.91,0,1,0,22,17.08,95.53,301.76
22,DISOLVIENDO,25,35.0,27.02,12.55,29.23,16.67,0,1,0,2,18.7,95.53,315.47
23,DISOLVIENDO,25,35.0,27.46,13.51,29.68,16.16,0,1,0,3,18.95,95.53,327.69
24,DISOLVIENDO,25,35.0,27.85,14.36,30.07,15.71,0,0,0,3,20.28,95.53,338.51
25,DISOLVIENDO,25,35.0,28.22,15.47,30.41,14.95,0,1,0,3,22.3,95.53,347.99
26,DISOLVIENDO,25,35.0,28.54,16.7,30.71,14.01,0,1,0,3,24.74,95.53,356.23
27,DISOLVIENDO,25,35.0,28.84,17.97,30.97,13.0,0,0,0,3,26.62,95.53,363.33
28,DISOLVIENDO,25,35.0,29.12,18.45,31.19,12.73,0,0,0,4,27.06,95.53,369.37
29,DISOLVIENDO,25,35.0,29.37,19.12,31.38,12.25,0,0,0,4,28.15,95.53,374.46
30,DISOLVIENDO,25,35.0,29.59,19.91,31.54,11.63,0,0,0,4,29.68,95.53,378.68
31,DISOLVIENDO,25,35.0,29.8,20.76,31.69,10.93,0,0,0,4,31.5,95.53,382.11
32,DISOLVIENDO,25,35.0,29.99,21.62,31.81,10.19,0,0,0,4,33.48,95.53,384.85
33,DISOLVIENDO,25,35.0,30.16,21.99,31.91,9.92,0,0,0,4,34.26,95.53,386.97
34,DISOLVIENDO,25,35.0,30.31,22.43,32.0,9.58,0,0,0,4,34.96,95.53,388.54
35,DISOLVIENDO,25,35.0,30.46,22.93,32.08,9.15,0,0,0,5,35.97,95.53,389.62
36,DISOLVIENDO,25,35.0,30.59,23.47,32.15,8.68,0,0,0,4,37.21,95.53,390.28
37,DISOLVIENDO,25,35.0,30.7,24.02,32.21,8.18,0,0,0,3,38.59,95.53,390.56
38,DISOLVIENDO,25,35.0,30.81,24.49,32.44,7.95,0,0,0,3,40.06,95.53,390.51
39,DISOLVIENDO,25,35.0,30.91,24.72,32.75,8.03,0,0,0,2,41.04,95.53,390.18
40,DISOLVIENDO,25,35.0,30.99,25.0,33.02,8.02,0,0,0,0,41.55,95.53,389.59
41,DISOLVIENDO,25,35.0,31.07,25.32,33.26,7.94,0,0,0,0,42.25,95.53,388.79
42,DISOLVIENDO,25,35.0,31.15,25.65,33.46,7.81,0,0,0,0,43.1,95.53,387.81
43,DISOLVIENDO,25,35.0,31.21,25.98,33.63,7.65,0,0,0,0,44.04,95.53,386.66
44,DISOLVIENDO,25,35.0,31.27,26.31,33.79,7.47,0,0,0,0,45.04,95.53,385.37
45,DISOLVIENDO,25,35.0,31.33,26.52,33.92,7.4,0,0,0,0,46.09,95.53,383.95
46,DISOLVIENDO,25,35.0,31.38,26.67,34.03,7.36,1,0,0,0,47.11,95.53,382.44
47,DISOLVIENDO,25,35.0,31.42,26.84,34.12,7.28,1,0,0,0,47.47,95.53,380.83
48,DISOLVIENDO,25,35.0,31.47,27.02,34.21,7.18,1,0,0,0,47.94,95.53,379.15
49,DISOLVIENDO,25,35.0,31.5,27.22,34.28,7.06,1,0,0,0,48.5,95.53,377.4
50,DISOLVIENDO,25,35.0,31.54,27.41,34.34,6.93,1,0,0,0,49.12,95.53,375.6
51,DISOLVIENDO,25,35.0,31.57,27.61,34.39,6.78,1,0,0,0,49.78,95.53,373.74
52,DISOLVIENDO,25,35.0,31.6,27.8,34.44,6.64,1,0,0,0,50.48,95.53,371.85
53,DISOLVIENDO,25,35.0,31.63,27.9,34.47,6.57,1,0,0,0,51.2,95.53,369.91
54,DISOLVIENDO,25,35.0,31.65,27.99,34.5,6.52,1,0,0,0,51.94,95.53,367.95
55,DISOLVIENDO,25,35.0,31.67,28.08,34.53,6.45,1,0,0,0,52.53,95.53,365.97
56,DISOLVIENDO,25,35.0,31.7,28.19,34.55,6.37,1,0,0,0,52.82,95.53,363.96
57,DISOLVIENDO,25,35.0,31.72,28.3,34.57,6.28,1,0,0,0,53.17,95.53,361.93
58,DISOLVIENDO,25,35.0,31.73,28.41,34.59,6.18,1,0,0,0,53.56,95.53,359.89
59,DISOLVIENDO,25,35.0,31.75,28.52,34.6,6.08,1,0,0,0,53.99,95.53,357.84
60,DISOLVIENDO,25,35.0,31.77,28.63,34.61,5.98,1,0,0,0,54.45,95.53,355.78
61,DISOLVIENDO,25,35.0,31.78,28.74,34.62,5.88,1,0,0,0,54.92,95.53,353.71
62,DISOLVIENDO,25,35.0,31.8,28.82,34.63,5.81,1,0,0,0,55.42,95.53,351.63
63,DISOLVIENDO,25,35.0,31.81,28.87,34.64,5.77,1,0,0,0,55.93,95.53,349.55
64,DISOLVIENDO,25,35.0,31.82,28.92,34.64,5.72,1,0,0,0,56.44,95.53,347.46
65,DISOLVIENDO,25,35.0,31.84,28.98,34.64,5.67,1,0,0,0,56.89,95.53,345.37
66,DISOLVIENDO,25,35.0,31.85,29.04,34.65,5.61,1,0,0,0,57.1,95.53,343.28
67,DISOLVIENDO,25,35.0,31.86,29.1,34.65,5.55,1,0,0,0,57.34,95.53,341.19
68,DISOLVIENDO,25,35.0,31.87,29.17,34.65,5.48,1,0,0,0,57.61,95.53,339.1
69,DISOLVIENDO,25,35.0,31.88,29.23,34.65,5.42,1,0,0,0,57.9,95.53,337.01
70,DISOLVIENDO,25,35.0,31.89,29.3,34.65,5.35,1,0,0,0,58.21,95.53,334.92
71,DISOLVIENDO,25,35.0,31.9,29.37,34.65,5.28,1,0,0,0,58.54,95.53,332.83
72,DISOLVIENDO,25,35.0,31.91,29.43,34.64,5.21,1,0,0,0,58.89,95.53,330.74
73,DISOLVIENDO,25,35.0,31.91,29.46,34.64,5.18,1,0,0,0,59.25,95.53,328.65
74,DISOLVIENDO,25,35.0,31.92,29.49,34.64,5.15,1,0,0,0,59.62,95.53,326.57
75,DISOLVIENDO,25,35.0,31.93,29.53,34.64,5.11,1,0,0,0,59.99,95.53,324.49
76,DISOLVIENDO,25,35.0,31.94,29.56,34.63,5.07,1,0,0,0,60.37,95.53,322.41
77,DISOLVIENDO,25,35.0,31.94,29.6,34.63,5.03,1,0,0,0,60.51,95.53,320.34
78,DISOLVIENDO,25,35.0,31.95,29.64,34.63,4.99,1,0,0,0,60.68,95.53,318.26
79,DISOLVIENDO,25,35.0,31.96,29.68,34.62,4.95,1,0,0,0,60.87,95.53,316.2
80,DISOLVIENDO,25,35.0,31.96,29.72,34.62,4.9,1,0,0,0,61.08,95.53,314.13
81,DISOLVIENDO,25,35.0,31.97,29.76,34.62,4.85,1,0,0,0,61.3,95.53,312.07
82,DISOLVIENDO,25,35.0,31.98,29.81,34.61,4.81,1,0,0,0,61.54,95.53,310.02
83,DISOLVIENDO,25,35.0,31.98,29.85,34.61,4.76,1,0,0,0,61.79,95.53,307.96
84,DISOLVIENDO,25,35.0,31.99,29.89,34.6,4.72,1,0,0,0,62.05,95.53,305.92
85,DISOLVIENDO,25,35.0,31.99,29.91,34.6,4.69,1,0,0,0,62.32,95.53,303.87
86,DISOLVIENDO,25,35.0,32.0,29.92,34.59,4.67,1,0,0,0,62.6,95.53,301.83
87,DISOLVIENDO,25,35.0,32.01,29.95,34.59,4.64,1,0,0,0,62.89,95.53,299.8
88,DISOLVIENDO,25,35.0,32.01,29.97,34.59,4.62,1,0,0,0,63.18,95.53,297.77
89,DISOLVIENDO,25,35.0,32.02,29.99,34.58,4.59,1,0,0,0,63.29,95.53,295.74
90,DISOLVIENDO,25,35.0,32.02,30.02,34.58,4.55,1,0,0,0,63.41,95.53,293.72
91,DISOLVIENDO,25,35.0,32.03,30.05,34.57,4.52,1,0,0,0,63.55,95.53,291.71
92,DISOLVIENDO,25,35.0,32.03,30.08,34.57,4.49,1,0,0,0,63.71,95.53,289.7
93,DISOLVIENDO,25,35.0,32.04,30.11,34.56,4.45,1,0,0,0,63.88,95.53,287.7
94,DISOLVIENDO,25,35.0,32.04,30.14,34.55,4.42,1,0,0,0,64.06,95.53,285.7
95,DISOLVIENDO,25,35.0,32.05,30.17,34.55,4.38,1,0,0,0,64.25,95.53,283.7
96,DISOLVIENDO,25,35.0,32.05,30.2,34.54,4.35,1,0,0,0,64.45,95.53,281.72
97,DISOLVIENDO,25,35.0,32.05,30.21,34.54,4.32,1,0,0,0,64.66,95.53,279.73
98,DISOLVIENDO,25,35.0,32.06,30.23,34.53,4.31,1,0,0,0,64.87,95.53,277.76
99,DISOLVIENDO,25,35.0,32.06,30.24,34.53,4.29,1,0,0,0,65.09,95.53,275.78
100,DISOLVIENDO,25,35.0,32.07,30.26,34.52,4.26,1,0,0,0,65.32,95.53,273.82
101,DISOLVIENDO,25,35.0,32.07,30.27,34.51,4.24,1,0,0,0,65.5,95.53,271.86
102,DISOLVIENDO,25,35.0,32.08,30.29,34.51,4.22,1,0,0,0,65.59,95.53,269.91
103,DISOLVIENDO,25,35.0,32.08,30.31,34.5,4.19,1,0,0,0,65.69,95.53,267.96
104,DISOLVIENDO,25,35.0,32.08,30.33,34.5,4.16,1,0,0,0,65.81,95.53,266.02
105,DISOLVIENDO,25,35.0,32.09,30.35,34.49,4.14,1,0,0,0,65.93,95.53,264.09
106,DISOLVIENDO,25,35.0,32.09,30.37,34.48,4.11,1,0,0,0,66.07,95.53,262.16
107,DISOLVIENDO,25,35.0,32.1,30.4,34.48,4.08,2,0,0,0,66.21,95.53,260.24
108,DISOLVIENDO,25,35.0,32.1,30.42,34.47,4.05,2,0,0,0,66.37,95.53,258.32
109,DISOLVIENDO,25,35.0,32.1,30.44,34.46,4.02,2,0,0,0,66.53,95.53,256.41
110,DISOLVIENDO,25,35.0,32.11,30.45,34.46,4.0,2,0,0,0,66.69,95.53,254.51
111,DISOLVIENDO,25,35.0,32.11,30.46,34.45,3.99,2,0,0,0,66.87,95.53,252.62
112,DISOLVIENDO,25,35.0,32.11,30.47,34.44,3.97,2,0,0,0,67.05,95.53,250.73
113,DISOLVIENDO,25,35.0,32.12,30.49,34.43,3.95,2,0,0,0,67.24,95.53,248.85
114,DISOLVIENDO,25,35.0,32.12,30.5,34.43,3.93,2,0,0,0,67.41,95.53,246.98
115,DISOLVIENDO,25,35.0,32.12,30.51,34.42,3.91,2,0,0,0,67.48,95.53,245.11
116,DISOLVIENDO,25,35.0,32.13,30.53,34.41,3.89,2,0,0,0,67.56,95.53,243.26
117,DISOLVIENDO,25,35.0,32.13,30.54,34.4,3.86,2,0,0,0,67.65,95.53,241.41
118,DISOLVIENDO,25,35.0,32.14,30.56,34.4,3.84,2,0,0,0,67.74,95.53,239.57
119,DISOLVIENDO,25,35.0,32.14,30.57,34.39,3.82,2,0,0,0,67.85,95.53,237.73
120,DISOLVIENDO,25,35.0,32.14,30.59,34.38,3.79,2,0,0,0,67.97,95.53,235.9
121,DISOLVIENDO,25,35.0,32.14,30.61,34.37,3.76,2,0,0,0,68.09,95.53,234.09
122,DISOLVIENDO,25,35.0,32.15,30.62,34.36,3.74,2,0,0,0,68.22,95.53,232.28
123,DISOLVIENDO,25,35.0,32.15,30.64,34.35,3.71,2,0,0,0,68.36,95.53,230.47
124,DISOLVIENDO,25,35.0,32.15,30.65,34.35,3.7,2,0,0,0,68.5,95.53,228.68
125,DISOLVIENDO,25,35.0,32.16,30.65,34.34,3.68,2,0,0,0,68.65,95.53,226.9
126,DISOLVIENDO,25,35.0,32.16,30.66,34.33,3.67,2,0,0,0,68.8,95.53,225.12
127,DISOLVIENDO,25,35.0,32.16,30.67,34.32,3.65,2,0,0,0,68.95,95.53,223.35
128,DISOLVIENDO,25,35.0,32.17,30.68,34.31,3.63,2,0,0,0,69.06,95.53,221.59
129,DISOLVIENDO,25,35.0,32.17,30.69,34.3,3.61,2,0,0,0,69.12,95.53,219.84
130,DISOLVIENDO,25,35.0,32.17,30.7,34.29,3.59,2,0,0,0,69.19,95.53,218.1
131,DISOLVIENDO,25,35.0,32.17,30.72,34.28,3.57,2,0,0,0,69.26,95.53,216.37
132,DISOLVIENDO,25,35.0,32.18,30.73,34.27,3.54,2,0,0,0,69.35,95.53,214.65
133,DISOLVIENDO,25,35.0,32.18,30.74,34.26,3.52,2,0,0,0,69.44,95.53,212.94
134,DISOLVIENDO,25,35.0,32.18,30.75,34.25,3.5,2,0,0,0,69.54,95.53,211.23
135,DISOLVIENDO,25,35.0,32.19,30.77,34.24,3.47,2,0,0,0,69.64,95.53,209.54
136,DISOLVIENDO,25,35.0,32.19,30.78,34.23,3.45,2,0,0,0,69.75,95.53,207.86
137,DISOLVIENDO,25,35.0,32.19,30.79,34.22,3.43,2,0,0,0,69.87,95.53,206.18
138,DISOLVIENDO,25,35.0,32.19,30.8,34.21,3.41,2,0,0,0,69.99,95.53,204.52
139,DISOLVIENDO,25,35.0,32.2,30.81,34.2,3.39,2,0,0,0,70.11,95.53,202.86
140,DISOLVIENDO,25,35.0,32.2,30.81,34.19,3.38,2,0,0,0,70.24,95.53,201.22
141,DISOLVIENDO,25,35.0,32.2,30.82,34.18,3.36,2,0,0,0,70.38,95.53,199.59
142,DISOLVIENDO,25,35.0,32.2,30.83,34.17,3.34,2,0,0,0,70.46,95.53,197.96
143,DISOLVIENDO,25,35.0,32.21,30.84,34.16,3.32,2,0,0,0,70.52,95.53,196.35
144,DISOLVIENDO,25,35.0,32.21,30.85,34.15,3.3,2,0,0,0,70.57,95.53,194.75
145,DISOLVIENDO,25,35.0,32.21,30.86,34.13,3.28,2,0,0,0,70.64,95.53,193.16
146,DISOLVIENDO,25,35.0,32.21,30.87,34.12,3.26,2,0,0,0,70.71,95.53,191.58
147,DISOLVIENDO,25,35.0,32.22,30.88,34.11,3.23,2,0,0,0,70.78,95.53,190.01
148,DISOLVIENDO,25,35.0,32.22,30.89,34.1,3.21,2,0,0,0,70.87,95.53,188.45
149,DISOLVIENDO,25,35.0,32.22,30.9,34.09,3.19,2,0,0,0,70.95,95.53,186.9
150,DISOLVIENDO,25,35.0,32.22,30.91,34.07,3.16,2,0,0,0,71.05,95.53,185.36
151,DISOLVIENDO,25,35.0,32.23,30.92,34.06,3.14,2,0,0,0,71.15,95.53,183.84
152,DISOLVIENDO,25,35.0,32.23,30.93,34.05,3.12,2,0,0,0,71.25,95.53,182.32
153,DISOLVIENDO,25,35.0,32.23,30.93,34.05,3.12,2,0,0,0,71.35,95.53,180.82
154,DISOLVIENDO,25,35.0,32.23,30.94,34.04,3.11,2,0,0,0,71.46,95.53,179.33
155,DISOLVIENDO,25,35.0,32.23,30.94,34.04,3.1,2,0,0,0,71.58,95.53,177.85
156,DISOLVIENDO,25,35.0,32.24,30.95,34.04,3.09,1,0,0,0,71.68,95.53,176.38
157,DISOLVIENDO,25,35.0,32.24,30.95,34.04,3.08,1,0,0,0,71.72,95.53,174.93
158,DISOLVIENDO,25,35.0,32.24,30.96,34.03,3.07,1,0,0,0,71.77,95.53,173.48
159,DISOLVIENDO,25,35.0,32.24,30.97,34.03,3.06,1,0,0,0,71.82,95.53,172.05
160,DISOLVIENDO,25,35.0,32.24,30.98,34.03,3.05,1,0,0,0,71.88,95.53,170.63
161,DISOLVIENDO,25,35.0,32.25,30.99,34.03,3.04,1,0,0,0,71.95,95.53,169.22
162,DISOLVIENDO,25,35.0,32.25,31.0,34.02,3.03,1,0,0,0,72.01,95.53,167.82
163,DISOLVIENDO,25,35.0,32.25,31.0,34.02,3.01,1,0,0,0,72.09,95.53,166.44
164,DISOLVIENDO,25,35.0,32.25,31.01,34.02,3.0,1,0,0,0,72.17,95.53,165.07
165,DISOLVIENDO,25,35.0,32.25,31.02,34.01,2.99,1,0,0,0,72.25,95.53,163.7
166,DISOLVIENDO,25,35.0,32.26,31.03,34.01,2.98,1,0,0,0,72.33,95.53,162.36
167,DISOLVIENDO,25,35.0,32.26,31.03,34.0,2.97,1,0,0,0,72.43,95.53,161.02
168,DISOLVIENDO,25,35.0,32.26,31.04,34.0,2.96,1,0,0,0,72.52,95.53,159.69
169,DISOLVIENDO,25,35.0,32.26,31.04,34.0,2.95,0,0,0,0,72.62,95.53,158.38
170,DISOLVIENDO,25,35.0,32.26,31.05,33.99,2.94,0,0,0,0,72.72,95.53,157.08
171,DISOLVIENDO,25,35.0,32.27,31.05,33.99,2.93,0,0,0,0,72.78,95.53,155.79
172,DISOLVIENDO,25,35.0,32.27,31.06,33.98,2.92,0,0,0,0,72.82,95.53,154.52
173,DISOLVIENDO,25,35.0,32.27,31.07,33.98,2.91,0,0,0,0,72.86,95.53,154.26
174,DISOLVIENDO,25,35.0,32.27,31.07,33.97,2.9,0,0,0,0,72.91,95.53,154.02
175,DISOLVIENDO,25,35.0,32.27,31.08,33.97,2.89,0,0,0,0,72.96,95.53,153.77
176,DISOLVIENDO,25,35.0,32.27,31.09,33.96,2.87,0,0,0,0,73.02,95.53,153.5
177,DISOLVIENDO,25,35.0,32.28,31.09,33.96,2.86,0,0,0,0,73.08,95.53,153.23
178,DISOLVIENDO,25,35.0,32.28,31.1,33.95,2.85,0,0,0,0,73.15,95.53,152.94
179,DISOLVIENDO,25,35.0,32.28,31.11,33.94,2.83,0,0,0,0,73.22,95.53,152.64
180,DISOLVIENDO,25,35.0,32.28,31.12,33.94,2.82,0,0,0,0,73.29,95.53,152.33
181,DISOLVIENDO,25,35.0,32.28,31.12,33.93,2.81,0,0,0,0,73.36,95.53,152.01
182,DISOLVIENDO,25,35.0,32.28,31.13,33.92,2.8,0,0,0,0,73.44,95.53,151.68
183,DISOLVIENDO,25,35.0,32.29,31.13,33.92,2.79,0,0,0,0,73.53,95.53,151.34
184,DISOLVIENDO,25,35.0,32.29,31.13,33.91,2.78,0,0,0,0,73.61,95.53,150.98
185,DISOLVIENDO,25,35.0,32.29,31.14,33.9,2.77,0,0,0,0,73.7,95.53,150.62
186,DISOLVIENDO,25,35.0,32.29,31.14,33.9,2.75,0,0,0,0,73.76,95.53,150.24
187,DISOLVIENDO,25,35.0,32.29,31.15,33.89,2.74,0,0,0,0,73.79,95.53,149.85
188,DISOLVIENDO,25,35.0,32.29,31.15,33.88,2.73,0,0,0,0,73.83,95.53,149.45
189,DISOLVIENDO,25,35.0,32.3,31.16,33.87,2.71,0,0,0,0,73.87,95.53,149.04
