segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,30,30.0,1.25,1.25,1.25,0.0,0,0,0,30,78.78,78.78,78.78
2,ESTABILIZANDO,30,30.0,2.5,2.5,2.5,0.0,0,0,0,30,78.78,78.78,78.78
3,ESTABILIZANDO,30,30.0,3.75,3.75,3.75,0.0,0,0,0,30,78.78,78.78,78.78
4,ESTABILIZANDO,30,30.0,5.0,5.0,5.0,0.0,0,0,0,30,78.78,78.78,78.78
5,ESTABILIZANDO,30,30.0,6.25,6.25,6.25,0.0,0,0,0,30,78.78,78.78,78.78
6,ESTABILIZANDO,30,30.0,7.5,7.5,7.5,0.0,0,0,0,30,78.78,78.78,78.78
7,FLUJO_SINCRO,30,30.0,9.75,9.75,9.75,0.0,0,0,0,30,78.78,78.78,78.78
8,FLUJO_SINCRO,30,30.0,11.86,11.86,11.86,0.0,0,0,0,30,78.78,78.78,78.78
9,FLUJO_SINCRO,30,30.0,13.81,13.81,13.81,0.0,0,0,0,30,78.78,78.78,78.78
10,FLUJO_SINCRO,30,30.0,15.6,15.6,15.6,0.0,0,0,0,30,78.78,78.78,78.78
11,FRENADA_ORIGEN,30,30.0,16.75,3.6,17.21,13.61,0,1,0,29,71.4,78.78,86.28
12,FRENADA_ORIGEN,30,30.0,17.96,0.0,18.66,18.66,0,0,1,28,55.07,78.78,103.94
13,FRENADA_ORIGEN,30,30.0,19.09,0.0,19.94,19.94,0,1,1,28,39.48,78.78,123.31
14,FRENADA_ORIGEN,30,30.0,20.04,0.0,21.06,21.06,0,1,1,27,26.0,78.78,143.88
15,FRENADA_ORIGEN,30,30.0,20.8,0.0,22.04,22.04,0,1,1,27,15.5,78.78,165.5
16,DISOLVIENDO,30,30.0,21.5,2.49,22.89,20.4,0,2,0,27,9.52,78.78,186.65
17,DISOLVIENDO,30,30.0,22.11,4.96,23.63,18.67,0,1,0,27,7.81,78.78,206.1
18,DISOLVIENDO,30,30.0,22.65,5.62,24.26,18.63,0,1,0,27,8.74,78.78,223.8
19,DISOLVIENDO,30,30.0,23.12,6.86,24.8,17.93,0,2,0,2,11.11,78.78,239.73
20,DISOLVIENDO,30,30.0,23.53,8.5,25.25,16.76,0,1,0,2,14.23,78.78,253.92
21,DISOLVIENDO,30,30.0,23.9,10.27,25.64,15.38,0,1,0,2,14.4,78.78,266.41
22,DISOLVIENDO,30,30.0,24.23,10.79,25.97,15.18,0,1,0,3,15.14,78.78,277.3
23,DISOLVIENDO,30,30.0,24.52,11.74,26.25,14.51,0,1,0,3,16.86,78.78,286.68
24,DISOLVIENDO,30,30.0,24.78,12.93,26.48,13.55,0,1,0,3,19.16,78.78,294.67
25,DISOLVIENDO,30,30.0,25.02,14.22,26.68,12.46,0,1,0,3,20.67,78.78,301.38
26,DISOLVIENDO,30,30.0,25.23,14.71,26.85,12.13,0,0,0,4,21.1,78.78,306.94
27,DISOLVIENDO,30,30.0,25.42,15.37,26.99,11.62,0,0,0,4,22.25,78.78,311.47
28,DISOLVIENDO,30,30.0,25.6,16.18,27.1,10.92,0,0,0,4,23.87,78.78,315.08
29,DISOLVIENDO,30,30.0,25.75,17.06,27.2,10.14,0,0,0,4,25.77,78.78,317.89
30,DISOLVIENDO,30,30.0,25.89,17.67,27.29,9.62,0,0,0,4,26.68,78.78,319.99
31,DISOLVIENDO,30,30.0,26.02,18.05,27.35,9.31,0,0,0,4,27.26,78.78,321.48
32,DISOLVIENDO,30,30.0,26.13,18.54,27.41,8.87,0,0,0,5,28.24,78.78,322.44
