segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,20,30.0,1.25,1.25,1.25,0.0,0,0,0,20,120.66,120.66,120.66
2,ESTABILIZANDO,20,30.0,2.5,2.5,2.5,0.0,0,0,0,20,120.66,120.66,120.66
3,ESTABILIZANDO,20,30.0,3.75,3.75,3.75,0.0,0,0,0,20,120.66,120.66,120.66
4,ESTABILIZANDO,20,30.0,5.0,5.0,5.0,0.0,0,0,0,20,120.66,120.66,120.66
5,ESTABILIZANDO,20,30.0,6.25,6.25,6.25,0.0,0,0,0,20,120.66,120.66,120.66
6,ESTABILIZANDO,20,30.0,7.5,7.5,7.5,0.0,0,0,0,20,120.66,120.66,120.66
7,FLUJO_SINCRO,20,30.0,9.78,9.78,9.78,0.0,0,0,0,20,120.66,120.66,120.66
8,FLUJO_SINCRO,20,30.0,11.92,11.92,11.92,0.0,0,0,0,20,120.66,120.66,120.66
9,FLUJO_SINCRO,20,30.0,13.92,13.92,13.92,0.0,0,0,0,20,120.66,120.66,120.66
10,FLUJO_SINCRO,20,30.0,15.77,15.77,15.77,0.0,0,0,0,20,120.66,120.66,120.66
11,FRENADA_ORIGEN,20,30.0,16.75,3.77,17.44,13.68,0,1,0,19,113.18,120.66,128.2
12,FRENADA_ORIGEN,20,30.0,17.96,0.0,18.96,18.96,0,0,1,18,95.86,120.66,146.1
13,FRENADA_ORIGEN,20,30.0,19.17,0.0,20.31,20.31,0,0,1,18,77.83,120.66,165.81
14,FRENADA_ORIGEN,20,30.0,20.21,0.0,21.5,21.5,0,1,1,18,60.17,120.66,186.79
15,FRENADA_ORIGEN,20,30.0,21.07,0.0,22.56,22.56,0,1,1,18,43.69,120.66,208.88
16,DISOLVIENDO,20,30.0,21.9,2.49,23.48,20.98,0,1,0,18,30.54,120.66,230.58
17,DISOLVIENDO,20,30.0,22.61,4.96,24.28,19.32,0,1,0,18,21.84,120.66,250.66
18,DISOLVIENDO,20,30.0,23.25,7.35,24.97,17.62,0,0,0,18,17.04,120.66,269.05
19,DISOLVIENDO,20,30.0,23.81,9.66,25.57,15.91,0,0,0,17,15.29,120.66,285.73
20,DISOLVIENDO,20,30.0,24.32,10.79,26.08,15.29,0,0,0,2,15.63,120.66,300.72
21,DISOLVIENDO,20,30.0,24.78,11.78,26.52,14.74,0,0,0,2,17.31,120.66,314.07
22,DISOLVIENDO,20,30.0,25.2,13.05,26.89,13.84,0,0,0,2,19.78,120.66,325.86
23,DISOLVIENDO,20,30.0,25.57,14.44,27.21,12.77,0,0,0,2,22.72,120.66,336.19
24,DISOLVIENDO,20,30.0,25.9,15.84,27.48,11.65,0,0,0,2,25.91,120.66,345.16
25,DISOLVIENDO,20,30.0,26.2,17.19,27.71,10.52,0,0,0,2,29.2,120.66,352.89
26,DISOLVIENDO,20,30.0,26.47,18.46,27.91,9.45,0,0,0,2,31.17,120.66,359.49
27,DISOLVIENDO,20,30.0,26.71,18.99,28.07,9.08,0,0,0,3,31.51,120.66,365.1
28,DISOLVIENDO,20,30.0,26.93,19.56,28.21,8.66,0,0,0,3,32.45,120.66,369.81
29,DISOLVIENDO,20,30.0,27.12,20.18,28.33,8.15,0,0,0,3,33.8,120.66,373.73
30,DISOLVIENDO,20,30.0,27.3,20.83,28.43,7.6,0,0,0,3,35.42,120.66,376.96
31,DISOLVIENDO,20,30.0,27.45,21.47,28.51,7.04,0,0,0,3,37.2,120.66,379.59
32,DISOLVIENDO,20,30.0,27.58,22.08,28.59,6.5,0,0,0,3,39.07,120.66,381.69
33,DISOLVIENDO,20,30.0,27.7,22.66,28.64,5.99,0,0,0,2,40.98,120.66,383.35
34,DISOLVIENDO,20,30.0,27.81,23.19,28.7,5.5,0,0,0,1,42.88,120.66,384.63
35,DISOLVIENDO,20,30.0,27.9,23.68,28.74,5.06,0,0,0,0,44.77,120.66,385.57
36,DISOLVIENDO,20,30.0,27.99,23.92,28.77,4.86,0,0,0,0,46.61,120.66,386.23
37,DISOLVIENDO,20,30.0,28.06,24.12,28.8,4.69,0,0,0,0,48.28,120.66,386.64
38,DISOLVIENDO,20,30.0,28.13,24.33,28.83,4.5,0,0,0,0,48.77,120.66,386.86
39,DISOLVIENDO,20,30.0,28.18,24.54,28.88,4.35,0,0,0,0,49.4,120.66,386.89
40,DISOLVIENDO,20,30.0,28.23,24.74,29.04,4.29,1,0,0,0,50.12,120.66,386.79
41,DISOLVIENDO,20,30.0,28.28,24.94,29.17,4.22,1,0,0,0,50.91,120.66,386.55
42,DISOLVIENDO,20,30.0,28.32,25.14,29.28,4.14,1,0,0,0,51.75,120.66,386.21
43,DISOLVIENDO,20,30.0,28.35,25.32,29.37,4.05,1,0,0,0,52.62,120.66,385.79
44,DISOLVIENDO,20,30.0,28.38,25.49,29.45,3.96,1,0,0,0,53.5,120.66,385.28
45,DISOLVIENDO,20,30.0,28.41,25.65,29.51,3.86,1,0,0,0,54.4,120.66,384.72
46,DISOLVIENDO,20,30.0,28.43,25.8,29.57,3.77,1,0,0,0,55.3,120.66,384.1
47,DISOLVIENDO,20,30.0,28.45,25.95,29.62,3.67,1,0,0,0,56.19,120.66,383.43
48,DISOLVIENDO,20,30.0,28.47,26.08,29.66,3.58,1,0,0,0,57.08,120.66,382.73
49,DISOLVIENDO,20,30.0,28.49,26.2,29.69,3.49,1,0,0,0,57.96,120.66,382.0
50,DISOLVIENDO,20,30.0,28.51,26.31,29.72,3.4,1,0,0,0,58.83,120.66,381.24
51,DISOLVIENDO,20,30.0,28.52,26.37,29.74,3.37,1,0,0,0,59.68,120.66,380.45
52,DISOLVIENDO,20,30.0,28.53,26.42,29.76,3.34,1,0,0,0,60.52,120.66,379.65
53,DISOLVIENDO,20,30.0,28.54,26.46,29.78,3.31,1,0,0,0,61.35,120.66,378.83
54,DISOLVIENDO,20,30.0,28.56,26.51,29.79,3.28,1,0,0,0,62.16,120.66,378.0
55,DISOLVIENDO,20,30.0,28.56,26.55,29.8,3.25,1,0,0,0,62.96,120.66,377.16
56,DISOLVIENDO,20,30.0,28.57,26.6,29.81,3.21,1,0,0,0,63.47,120.66,376.31
57,DISOLVIENDO,20,30.0,28.58,26.64,29.82,3.18,1,0,0,0,63.73,120.66,375.45
58,DISOLVIENDO,20,30.0,28.59,26.69,29.82,3.14,1,0,0,0,64.03,120.66,374.59
59,DISOLVIENDO,20,30.0,28.6,26.73,29.83,3.1,1,0,0,0,64.34,120.66,373.72
60,DISOLVIENDO,20,30.0,28.6,26.77,29.83,3.06,1,0,0,0,64.68,120.66,372.85
61,DISOLVIENDO,20,30.0,28.61,26.82,29.84,3.02,1,0,0,0,65.02,120.66,371.97
62,DISOLVIENDO,20,30.0,28.61,26.86,29.84,2.98,1,0,0,0,65.38,120.66,371.09
63,DISOLVIENDO,20,30.0,28.62,26.9,29.84,2.94,1,0,0,0,65.75,120.66,370.21
64,DISOLVIENDO,20,30.0,28.62,26.94,29.85,2.91,1,0,0,0,66.14,120.66,369.33
65,DISOLVIENDO,20,30.0,28.63,26.98,29.85,2.87,1,0,0,0,66.52,120.66,368.44
66,DISOLVIENDO,20,30.0,28.63,27.02,29.85,2.83,1,0,0,0,66.92,120.66,367.55
67,DISOLVIENDO,20,30.0,28.64,27.05,29.85,2.79,1,0,0,0,67.32,120.66,366.67
68,DISOLVIENDO,20,30.0,28.64,27.09,29.85,2.76,1,0,0,0,67.73,120.66,365.78
69,DISOLVIENDO,20,30.0,28.65,27.13,29.85,2.72,1,0,0,0,68.14,120.66,364.89
70,DISOLVIENDO,20,30.0,28.65,27.16,29.85,2.69,1,0,0,0,68.55,120.66,364.0
71,DISOLVIENDO,20,30.0,28.65,27.19,29.85,2.66,1,0,0,0,68.96,120.66,363.12
72,DISOLVIENDO,20,30.0,28.66,27.23,29.85,2.62,1,0,0,0,69.38,120.66,362.23
73,DISOLVIENDO,20,30.0,28.66,27.26,29.85,2.59,1,0,0,0,69.79,120.66,361.34
74,DISOLVIENDO,20,30.0,28.66,27.29,29.85,2.56,1,0,0,0,70.21,120.66,360.45
75,DISOLVIENDO,20,30.0,28.67,27.31,29.85,2.53,1,0,0,0,70.63,120.66,359.57
76,DISOLVIENDO,20,30.0,28.67,27.32,29.85,2.52,2,0,0,0,71.05,120.66,358.68
77,DISOLVIENDO,20,30.0,28.67,27.33,29.85,2.51,2,0,0,0,71.46,120.66,357.79
78,DISOLVIENDO,20,30.0,28.67,27.35,29.85,2.5,2,0,0,0,71.88,120.66,356.91
79,DISOLVIENDO,20,30.0,28.68,27.36,29.85,2.49,2,0,0,0,72.3,120.66,356.02
80,DISOLVIENDO,20,30.0,28.68,27.37,29.85,2.48,2,0,0,0,72.71,120.66,355.14
81,DISOLVIENDO,20,30.0,28.68,27.38,29.85,2.46,2,0,0,0,73.12,120.66,354.25
82,DISOLVIENDO,20,30.0,28.68,27.4,29.85,2.45,2,0,0,0,73.33,120.66,353.37
83,DISOLVIENDO,20,30.0,28.69,27.41,29.84,2.44,2,0,0,0,73.45,120.66,352.49
84,DISOLVIENDO,20,30.0,28.69,27.42,29.84,2.42,2,0,0,0,73.59,120.66,351.61
85,DISOLVIENDO,20,30.0,28.69,27.44,29.84,2.41,2,0,0,0,73.74,120.66,350.72
86,DISOLVIENDO,20,30.0,28.69,27.45,29.84,2.39,2,0,0,0,73.9,120.66,349.84
87,DISOLVIENDO,20,30.0,28.7,27.47,29.84,2.38,2,0,0,0,74.07,120.66,348.96
88,DISOLVIENDO,20,30.0,28.7,27.48,29.84,2.36,2,0,0,0,74.25,120.66,348.08
89,DISOLVIENDO,20,30.0,28.7,27.49,29.84,2.35,2,0,0,0,74.43,120.66,347.21
90,DISOLVIENDO,20,30.0,28.7,27.51,29.84,2.33,2,0,0,0,74.63,120.66,346.33
91,DISOLVIENDO,20,30.0,28.7,27.52,29.84,2.31,2,0,0,0,74.82,120.66,345.45
92,DISOLVIENDO,20,30.0,28.71,27.54,29.84,2.3,2,0,0,0,75.03,120.66,344.57
93,DISOLVIENDO,20,30.0,28.71,27.55,29.84,2.28,2,0,0,0,75.24,120.66,343.7
94,DISOLVIENDO,20,30.0,28.71,27.57,29.84,2.27,2,0,0,0,75.46,120.66,342.82
95,DISOLVIENDO,20,30.0,28.71,27.58,29.84,2.25,2,0,0,0,75.68,120.66,341.95
96,DISOLVIENDO,20,30.0,28.71,27.6,29.84,2.24,2,0,0,0,75.9,120.66,341.08
97,DISOLVIENDO,20,30.0,28.71,27.61,29.83,2.22,2,0,0,0,76.13,120.66,340.2
98,DISOLVIENDO,20,30.0,28.72,27.63,29.83,2.2,2,0,0,0,76.36,120.66,339.33
99,DISOLVIENDO,20,30.0,28.72,27.64,29.83,2.19,2,0,0,0,76.6,120.66,338.46
100,DISOLVIENDO,20,30.0,28.72,27.66,29.83,2.17,2,0,0,0,76.84,120.66,337.59
101,DISOLVIENDO,20,30.0,28.72,27.67,29.83,2.16,2,0,0,0,77.08,120.66,336.72
102,DISOLVIENDO,20,30.0,28.72,27.69,29.83,2.14,2,0,0,0,77.32,120.66,335.85
103,DISOLVIENDO,20,30.0,28.72,27.7,29.83,2.13,2,0,0,0,77.57,120.66,334.99
104,DISOLVIENDO,20,30.0,28.73,27.72,29.83,2.11,2,0,0,0,77.82,120.66,334.12
