segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,30,20.0,1.25,1.25,1.25,0.0,0,0,0,30,78.78,78.78,78.78
2,ESTABILIZANDO,30,20.0,2.5,2.5,2.5,0.0,0,0,0,30,78.78,78.78,78.78
3,ESTABILIZANDO,30,20.0,3.75,3.75,3.75,0.0,0,0,0,30,78.78,78.78,78.78
4,ESTABILIZANDO,30,20.0,5.0,5.0,5.0,0.0,0,0,0,30,78.78,78.78,78.78
5,ESTABILIZANDO,30,20.0,6.25,6.25,6.25,0.0,0,0,0,30,78.78,78.78,78.78
6,ESTABILIZANDO,30,20.0,7.5,7.5,7.5,0.0,0,0,0,30,78.78,78.78,78.78
7,FLUJO_SINCRO,30,20.0,9.51,9.51,9.51,0.0,0,0,0,30,78.78,78.78,78.78
8,FLUJO_SINCRO,30,20.0,11.27,11.27,11.27,0.0,0,0,0,30,78.78,78.78,78.78
9,FLUJO_SINCRO,30,20.0,12.79,12.79,12.79,0.0,0,0,0,30,78.78,78.78,78.78
10,FLUJO_SINCRO,30,20.0,14.07,14.07,14.07,0.0,0,0,0,30,78.78,78.78,78.78
11,FRENADA_ORIGEN,30,20.0,14.68,2.07,15.13,13.06,0,1,0,28,71.67,78.78,85.97
12,FRENADA_ORIGEN,30,20.0,15.4,0.0,15.99,15.99,0,0,1,28,57.03,78.78,101.5
13,FRENADA_ORIGEN,30,20.0,16.02,0.0,16.68,16.68,0,1,1,28,42.95,78.78,117.88
14,FRENADA_ORIGEN,30,20.0,16.48,0.0,17.23,17.23,0,1,1,0,30.13,78.78,134.88
15,FRENADA_ORIGEN,30,20.0,16.8,0.0,17.67,17.67,0,1,1,0,19.32,78.78,152.36
16,DISOLVIENDO,30,20.0,17.1,2.49,18.02,15.53,0,1,0,1,12.32,78.78,168.86
17,DISOLVIENDO,30,20.0,17.36,4.9,18.29,13.38,0,0,0,1,9.49,78.78,183.21
18,DISOLVIENDO,30,20.0,17.58,6.24,18.5,12.26,0,1,0,1,9.51,78.78,195.45
19,DISOLVIENDO,30,20.0,17.78,7.08,18.66,11.58,0,1,0,2,11.2,78.78,205.7
20,DISOLVIENDO,30,20.0,17.96,8.33,18.79,10.46,0,0,0,2,13.75,78.78,214.13
21,DISOLVIENDO,30,20.0,18.11,9.7,18.89,9.19,0,0,0,2,16.7,78.78,220.94
22,DISOLVIENDO,30,20.0,18.25,11.03,18.97,7.93,0,0,0,2,19.78,78.78,226.36
23,DISOLVIENDO,30,20.0,18.37,12.13,19.03,6.9,25,0,0,2,19.91,78.78,230.59
24,DISOLVIENDO,30,20.0,18.47,12.49,19.07,6.58,25,0,0,2,20.46,78.78,233.83
25,DISOLVIENDO,30,20.0,18.56,12.99,19.11,6.12,25,0,0,3,21.57,78.78,236.26
26,DISOLVIENDO,30,20.0,18.64,13.54,19.13,5.59,25,0,0,3,23.01,78.78,238.03
27,DISOLVIENDO,30,20.0,18.7,14.1,19.15,5.06,25,0,0,2,24.61,78.78,239.28
28,DISOLVIENDO,30,20.0,18.76,14.62,19.17,4.55,25,0,0,2,26.26,78.78,240.1
29,DISOLVIENDO,30,20.0,18.8,15.1,19.18,4.08,25,0,0,0,27.91,78.78,240.6
