segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,27,35.0,1.25,1.25,1.25,0.0,0,0,0,27,88.08,88.08,88.08
2,ESTABILIZANDO,27,35.0,2.5,2.5,2.5,0.0,0,0,0,27,88.08,88.08,88.08
3,ESTABILIZANDO,27,35.0,3.75,3.75,3.75,0.0,0,0,0,27,88.08,88.08,88.08
4,ESTABILIZANDO,27,35.0,5.0,5.0,5.0,0.0,0,0,0,27,88.08,88.08,88.08
5,ESTABILIZANDO,27,35.0,6.25,6.25,6.25,0.0,0,0,0,27,88.08,88.08,88.08
6,ESTABILIZANDO,27,35.0,7.5,7.5,7.5,0.0,0,0,0,27,88.08,88.08,88.08
7,FLUJO_SINCRO,27,35.0,9.81,9.81,9.81,0.0,0,0,0,27,88.08,88.08,88.08
8,FLUJO_SINCRO,27,35.0,12.01,12.01,12.01,0.0,0,0,0,27,88.08,88.08,88.08
9,FLUJO_SINCRO,27,35.0,14.09,14.09,14.09,0.0,0,0,0,27,88.08,88.08,88.08
10,FLUJO_SINCRO,27,35.0,16.04,16.04,16.04,0.0,0,0,0,27,88.08,88.08,88.08
11,FRENADA_ORIGEN,27,35.0,17.31,4.04,17.83,13.8,0,1,0,26,80.59,88.08,95.69
12,FRENADA_ORIGEN,27,35.0,18.69,0.0,19.49,19.49,0,0,1,25,63.48,88.08,113.99
13,FRENADA_ORIGEN,27,35.0,20.02,0.0,20.99,20.99,0,1,1,25,46.66,88.08,134.32
14,FRENADA_ORIGEN,27,35.0,21.18,0.0,22.35,22.35,0,1,1,25,31.69,88.08,156.07
15,FRENADA_ORIGEN,27,35.0,22.14,0.0,23.57,23.57,0,1,1,24,19.58,88.08,179.1
16,DISOLVIENDO,27,35.0,23.05,2.5,24.66,22.16,0,2,0,25,12.07,88.08,201.9
17,DISOLVIENDO,27,35.0,23.86,4.97,25.63,20.66,0,1,0,24,9.14,88.08,223.24
18,DISOLVIENDO,27,35.0,24.57,6.3,26.48,20.18,0,1,0,25,9.26,88.08,243.04
19,DISOLVIENDO,27,35.0,25.22,7.31,27.24,19.92,0,2,0,24,11.15,88.08,261.26
20,DISOLVIENDO,27,35.0,25.79,8.84,27.9,19.06,0,2,0,24,14.02,88.08,277.87
21,DISOLVIENDO,27,35.0,26.3,10.6,28.48,17.88,0,1,0,23,16.48,88.08,292.89
22,DISOLVIENDO,27,35.0,26.77,11.85,28.98,17.13,0,1,0,2,16.38,88.08,306.36
23,DISOLVIENDO,27,35.0,27.18,12.62,29.42,16.8,0,2,0,3,17.57,88.08,318.33
24,DISOLVIENDO,27,35.0,27.56,13.74,29.8,16.06,0,1,0,3,19.57,88.08,328.87
25,DISOLVIENDO,27,35.0,27.9,15.03,30.13,15.1,0,1,0,3,22.06,88.08,338.08
26,DISOLVIENDO,27,35.0,28.21,16.17,30.41,14.24,0,1,0,3,22.99,88.08,346.03
27,DISOLVIENDO,27,35.0,28.49,16.72,30.66,13.94,0,1,0,4,23.7,88.08,352.83
28,DISOLVIENDO,27,35.0,28.75,17.51,30.87,13.36,0,1,0,4,25.06,88.08,358.56
29,DISOLVIENDO,27,35.0,28.99,18.43,31.06,12.63,0,0,0,4,26.85,88.08,363.33
30,DISOLVIENDO,27,35.0,29.2,19.41,31.21,11.81,0,0,0,4,28.91,88.08,367.22
31,DISOLVIENDO,27,35.0,29.4,19.87,31.35,11.48,0,0,0,4,29.37,88.08,370.33
32,DISOLVIENDO,27,35.0,29.58,20.38,31.47,11.09,0,0,0,5,30.17,88.08,372.73
33,DISOLVIENDO,27,35.0,29.74,20.99,31.57,10.58,0,0,0,5,31.36,88.08,374.51
34,DISOLVIENDO,27,35.0,29.89,21.65,31.65,10.0,0,0,0,5,32.8,88.08,375.74
35,DISOLVIENDO,27,35.0,30.02,22.31,31.73,9.41,0,0,0,5,34.41,88.08,376.48
36,DISOLVIENDO,27,35.0,30.15,22.59,31.79,9.21,0,0,0,4,35.05,88.08,376.79
37,DISOLVIENDO,27,35.0,30.26,22.95,32.07,9.12,0,0,0,3,35.67,88.08,376.72
38,DISOLVIENDO,27,35.0,30.36,23.37,32.43,9.06,0,0,0,3,36.55,88.08,376.32
39,DISOLVIENDO,27,35.0,30.46,23.82,32.74,8.92,0,0,0,2,37.62,88.08,375.64
40,DISOLVIENDO,27,35.0,30.54,24.28,33.0,8.72,0,0,0,1,38.8,88.08,374.7
41,DISOLVIENDO,27,35.0,30.62,24.53,33.24,8.71,0,0,0,1,40.05,88.08,373.55
42,DISOLVIENDO,27,35.0,30.69,24.75,33.44,8.69,0,0,0,0,40.4,88.08,372.21
43,DISOLVIENDO,27,35.0,30.76,25.01,33.61,8.6,0,0,0,0,40.95,88.08,370.71
44,DISOLVIENDO,27,35.0,30.82,25.3,33.76,8.46,0,0,0,0,41.64,88.08,369.08
45,DISOLVIENDO,27,35.0,30.87,25.6,33.89,8.29,0,0,0,0,42.45,88.08,367.32
46,DISOLVIENDO,27,35.0,30.92,25.9,34.0,8.1,0,0,0,0,43.32,88.08,365.45
47,DISOLVIENDO,27,35.0,30.97,26.06,34.09,8.03,1,0,0,0,44.25,88.08,363.5
48,DISOLVIENDO,27,35.0,31.01,26.21,34.17,7.97,1,0,0,0,44.89,88.08,361.47
49,DISOLVIENDO,27,35.0,31.05,26.37,34.24,7.87,1,0,0,0,45.25,88.08,359.38
50,DISOLVIENDO,27,35.0,31.09,26.55,34.3,7.75,1,0,0,0,45.71,88.08,357.23
51,DISOLVIENDO,27,35.0,31.12,26.74,34.35,7.61,1,0,0,0,46.26,88.08,355.03
52,DISOLVIENDO,27,35.0,31.15,26.93,34.39,7.46,1,0,0,0,46.86,88.08,352.8
53,DISOLVIENDO,27,35.0,31.18,27.13,34.43,7.3,1,0,0,0,47.51,88.08,350.53
54,DISOLVIENDO,27,35.0,31.2,27.22,34.46,7.24,1,0,0,0,48.18,88.08,348.23
55,DISOLVIENDO,27,35.0,31.23,27.31,34.49,7.18,1,0,0,0,48.88,88.08,345.91
56,DISOLVIENDO,27,35.0,31.25,27.41,34.51,7.1,1,0,0,0,49.14,88.08,343.57
57,DISOLVIENDO,27,35.0,31.27,27.52,34.52,7.0,1,0,0,0,49.45,88.08,341.21
58,DISOLVIENDO,27,35.0,31.29,27.64,34.54,6.9,1,0,0,0,49.82,88.08,338.84
59,DISOLVIENDO,27,35.0,31.31,27.77,34.55,6.78,1,0,0,0,50.24,88.08,336.46
60,DISOLVIENDO,27,35.0,31.33,27.89,34.56,6.67,1,0,0,0,50.69,88.08,334.06
61,DISOLVIENDO,27,35.0,31.34,28.01,34.57,6.56,1,0,0,0,51.17,88.08,331.67
62,DISOLVIENDO,27,35.0,31.36,28.06,34.57,6.51,1,0,0,0,51.66,88.08,329.27
63,DISOLVIENDO,27,35.0,31.37,28.12,34.58,6.46,1,0,0,0,52.18,88.08,326.86
64,DISOLVIENDO,27,35.0,31.38,28.18,34.58,6.39,1,0,0,0,52.5,88.08,324.45
65,DISOLVIENDO,27,35.0,31.4,28.26,34.58,6.32,1,0,0,0,52.72,88.08,322.04
66,DISOLVIENDO,27,35.0,31.41,28.33,34.58,6.25,1,0,0,0,52.97,88.08,319.63
67,DISOLVIENDO,27,35.0,31.42,28.41,34.58,6.17,1,0,0,0,53.27,88.08,317.23
68,DISOLVIENDO,27,35.0,31.43,28.49,34.58,6.09,1,0,0,0,53.59,88.08,314.82
69,DISOLVIENDO,27,35.0,31.44,28.57,34.58,6.0,1,0,0,0,53.93,88.08,312.41
70,DISOLVIENDO,27,35.0,31.45,28.63,34.57,5.94,1,0,0,0,54.29,88.08,310.01
71,DISOLVIENDO,27,35.0,31.46,28.67,34.57,5.9,1,0,0,0,54.67,88.08,307.61
72,DISOLVIENDO,27,35.0,31.47,28.71,34.57,5.86,1,0,0,0,55.05,88.08,305.22
73,DISOLVIENDO,27,35.0,31.48,28.75,34.56,5.81,1,0,0,0,55.34,88.08,302.83
74,DISOLVIENDO,27,35.0,31.49,28.8,34.56,5.76,1,0,0,0,55.5,88.08,300.44
75,DISOLVIENDO,27,35.0,31.5,28.85,34.55,5.7,1,0,0,0,55.69,88.08,298.06
76,DISOLVIENDO,27,35.0,31.51,28.91,34.55,5.64,1,0,0,0,55.91,88.08,295.68
77,DISOLVIENDO,27,35.0,31.52,28.96,34.54,5.58,1,0,0,0,56.14,88.08,293.31
78,DISOLVIENDO,27,35.0,31.53,29.02,34.54,5.52,1,0,0,0,56.4,88.08,290.95
79,DISOLVIENDO,27,35.0,31.53,29.07,34.53,5.46,1,0,0,0,56.67,88.08,288.59
80,DISOLVIENDO,27,35.0,31.54,29.1,34.52,5.43,1,0,0,0,56.95,88.08,286.23
81,DISOLVIENDO,27,35.0,31.55,29.12,34.52,5.4,1,0,0,0,57.25,88.08,283.89
