segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,35,20.0,1.25,1.25,1.25,0.0,0,0,0,35,66.81,66.81,66.81
2,ESTABILIZANDO,35,20.0,2.5,2.5,2.5,0.0,0,0,0,35,66.81,66.81,66.81
3,ESTABILIZANDO,35,20.0,3.75,3.75,3.75,0.0,0,0,0,35,66.81,66.81,66.81
4,ESTABILIZANDO,35,20.0,5.0,5.0,5.0,0.0,0,0,0,35,66.81,66.81,66.81
5,ESTABILIZANDO,35,20.0,6.25,6.25,6.25,0.0,0,0,0,35,66.81,66.81,66.81
6,ESTABILIZANDO,35,20.0,7.5,7.5,7.5,0.0,0,0,0,35,66.81,66.81,66.81
7,FLUJO_SINCRO,35,20.0,9.49,9.49,9.49,0.0,0,0,0,35,66.81,66.81,66.81
8,FLUJO_SINCRO,35,20.0,11.23,11.23,11.23,0.0,0,0,0,35,66.81,66.81,66.81
9,FLUJO_SINCRO,35,20.0,12.73,12.73,12.73,0.0,0,0,0,35,66.81,66.81,66.81
10,FLUJO_SINCRO,35,20.0,13.98,13.98,13.98,0.0,0,0,0,35,66.81,66.81,66.81
11,FRENADA_ORIGEN,35,20.0,14.63,1.98,15.01,13.03,0,1,0,33,59.75,66.81,73.99
12,FRENADA_ORIGEN,35,20.0,15.34,0.0,15.85,15.85,0,1,1,33,45.57,66.81,89.4
13,FRENADA_ORIGEN,35,20.0,15.92,0.0,16.52,16.52,0,1,1,32,32.45,66.81,105.63
14,FRENADA_ORIGEN,35,20.0,16.35,0.0,17.05,17.05,0,1,1,0,21.19,66.81,122.45
15,FRENADA_ORIGEN,35,20.0,16.65,0.0,17.47,17.47,0,1,1,0,12.5,66.81,139.75
16,DISOLVIENDO,35,20.0,16.92,2.49,17.81,15.32,0,2,0,1,7.88,66.81,156.04
17,DISOLVIENDO,35,20.0,17.15,4.46,18.06,13.6,0,1,0,1,7.09,66.81,170.16
18,DISOLVIENDO,35,20.0,17.36,5.1,18.26,13.17,0,1,0,2,8.53,66.81,182.17
19,DISOLVIENDO,35,20.0,17.54,6.4,18.42,12.02,0,1,0,2,11.09,66.81,192.18
20,DISOLVIENDO,35,20.0,17.69,7.92,18.54,10.62,0,0,0,2,14.17,66.81,200.36
21,DISOLVIENDO,35,20.0,17.83,9.45,18.63,9.18,0,0,0,2,14.25,66.81,206.92
22,DISOLVIENDO,35,20.0,17.95,9.83,18.7,8.87,0,0,0,3,14.89,66.81,212.08
23,DISOLVIENDO,35,20.0,18.06,10.53,18.76,8.23,0,0,0,3,16.32,66.81,216.04
24,DISOLVIENDO,35,20.0,18.16,11.36,18.8,7.44,0,0,0,3,18.17,66.81,219.02
25,DISOLVIENDO,35,20.0,18.24,12.21,18.83,6.62,0,0,0,3,20.22,66.81,221.18
26,DISOLVIENDO,35,20.0,18.31,13.02,18.86,5.84,0,0,0,3,22.24,66.81,222.68
27,DISOLVIENDO,35,20.0,18.38,13.37,18.88,5.51,0,0,0,2,22.41,66.81,223.66
28,DISOLVIENDO,35,20.0,18.43,13.66,18.89,5.24,0,0,0,2,23.01,66.81,224.21
29,DISOLVIENDO,35,20.0,18.47,14.0,18.9,4.9,0,0,0,1,23.91,66.81,224.44
30,DISOLVIENDO,35,20.0,18.51,14.37,19.05,4.68,1,0,0,0,24.97,66.81,224.41
31,DISOLVIENDO,35,20.0,18.55,14.73,19.23,4.5,1,0,0,0,26.11,66.81,224.17
32,DISOLVIENDO,35,20.0,18.57,15.07,19.38,4.31,1,0,0,0,27.27,66.81,223.78
33,DISOLVIENDO,35,20.0,18.6,15.39,19.49,4.1,1,0,0,0,28.43,66.81,223.26
34,DISOLVIENDO,35,20.0,18.62,15.62,19.58,3.96,1,0,0,0,29.57,66.81,222.65
35,DISOLVIENDO,35,20.0,18.64,15.71,19.65,3.93,1,0,0,0,30.22,66.81,221.97
36,DISOLVIENDO,35,20.0,18.65,15.82,19.7,3.88,1,0,0,0,30.51,66.81,221.23
37,DISOLVIENDO,35,20.0,18.66,15.94,19.74,3.8,1,0,0,0,30.91,66.81,220.45
38,DISOLVIENDO,35,20.0,18.68,16.06,19.77,3.71,1,0,0,0,31.38,66.81,219.63
39,DISOLVIENDO,35,20.0,18.69,16.18,19.79,3.61,1,0,0,0,31.9,66.81,218.79
40,DISOLVIENDO,35,20.0,18.69,16.3,19.81,3.51,1,0,0,0,32.45,66.81,217.93
41,DISOLVIENDO,35,20.0,18.7,16.41,19.82,3.41,1,0,0,0,33.02,66.81,217.05
42,DISOLVIENDO,35,20.0,18.71,16.53,19.83,3.31,1,0,0,0,33.6,66.81,216.16
43,DISOLVIENDO,35,20.0,18.72,16.63,19.84,3.21,1,0,0,0,34.18,66.81,215.27
44,DISOLVIENDO,35,20.0,18.72,16.73,19.84,3.12,1,0,0,0,34.76,66.81,214.37
45,DISOLVIENDO,35,20.0,18.73,16.82,19.85,3.03,1,0,0,0,35.33,66.81,213.46
46,DISOLVIENDO,35,20.0,18.73,16.85,19.85,3.0,1,0,0,0,35.9,66.81,212.55
47,DISOLVIENDO,35,20.0,18.74,16.88,19.85,2.97,1,0,0,0,36.46,66.81,211.64
48,DISOLVIENDO,35,20.0,18.74,16.92,19.85,2.94,1,0,0,0,36.6,66.81,210.73
49,DISOLVIENDO,35,20.0,18.74,16.95,19.86,2.9,1,0,0,0,36.78,66.81,209.82
50,DISOLVIENDO,35,20.0,18.75,16.99,19.86,2.86,2,0,0,0,36.98,66.81,208.9
51,DISOLVIENDO,35,20.0,18.75,17.03,19.86,2.82,2,0,0,0,37.22,66.81,207.99
52,DISOLVIENDO,35,20.0,18.75,17.07,19.86,2.78,2,0,0,0,37.47,66.81,207.08
53,DISOLVIENDO,35,20.0,18.76,17.12,19.85,2.74,2,0,0,0,37.75,66.81,206.16
54,DISOLVIENDO,35,20.0,18.76,17.16,19.85,2.7,2,0,0,0,38.03,66.81,205.25
55,DISOLVIENDO,35,20.0,18.76,17.2,19.85,2.65,2,0,0,0,38.33,66.81,204.34
56,DISOLVIENDO,35,20.0,18.77,17.24,19.85,2.61,2,0,0,0,38.64,66.81,203.43
57,DISOLVIENDO,35,20.0,18.77,17.28,19.85,2.57,2,0,0,0,38.95,66.81,202.52
58,DISOLVIENDO,35,20.0,18.77,17.32,19.85,2.53,2,0,0,0,39.27,66.81,201.61
59,DISOLVIENDO,35,20.0,18.77,17.36,19.85,2.49,2,0,0,0,39.6,66.81,200.7
60,DISOLVIENDO,35,20.0,18.78,17.4,19.85,2.45,2,0,0,0,39.92,66.81,199.8
61,DISOLVIENDO,35,20.0,18.78,17.42,19.85,2.43,2,0,0,0,40.25,66.81,198.89
62,DISOLVIENDO,35,20.0,18.78,17.43,19.84,2.42,2,0,0,0,40.58,66.81,197.99
63,DISOLVIENDO,35,20.0,18.78,17.44,19.84,2.4,2,0,0,0,40.84,66.81,197.09
64,DISOLVIENDO,35,20.0,18.78,17.45,19.84,2.39,2,0,0,0,40.92,66.81,196.19
65,DISOLVIENDO,35,20.0,18.78,17.47,19.84,2.37,2,0,0,0,41.02,66.81,195.29
66,DISOLVIENDO,35,20.0,18.79,17.49,19.84,2.35,2,0,0,0,41.14,66.81,194.39
67,DISOLVIENDO,35,20.0,18.79,17.51,19.84,2.33,2,0,0,0,41.27,66.81,193.49
68,DISOLVIENDO,35,20.0,18.79,17.52,19.84,2.31,2,0,0,0,41.42,66.81,192.6
69,DISOLVIENDO,35,20.0,18.79,17.54,19.84,2.29,2,0,0,0,41.58,66.81,191.7
70,DISOLVIENDO,35,20.0,18.79,17.56,19.83,2.27,2,0,0,0,41.75,66.81,190.81
71,DISOLVIENDO,35,20.0,18.79,17.58,19.83,2.25,2,0,0,0,41.92,66.81,189.92
72,DISOLVIENDO,35,20.0,18.8,17.61,19.83,2.23,2,0,0,0,42.11,66.81,189.03
73,DISOLVIENDO,35,20.0,18.8,17.63,19.83,2.2,2,0,0,0,42.3,66.81,188.14
74,DISOLVIENDO,35,20.0,18.8,17.65,19.83,2.18,2,0,0,0,42.5,66.81,187.25
75,DISOLVIENDO,35,20.0,18.8,17.67,19.83,2.16,2,0,0,0,42.7,66.81,186.37
76,DISOLVIENDO,35,20.0,18.8,17.69,19.82,2.14,2,0,0,0,42.91,66.81,185.49
77,DISOLVIENDO,35,20.0,18.8,17.71,19.82,2.11,2,0,0,0,43.12,66.81,184.6
78,DISOLVIENDO,35,20.0,18.8,17.72,19.82,2.1,2,0,0,0,43.34,66.81,183.72
79,DISOLVIENDO,35,20.0,18.81,17.73,19.82,2.09,2,0,0,0,43.55,66.81,182.84
80,DISOLVIENDO,35,20.0,18.81,17.74,19.82,2.08,2,0,0,0,43.77,66.81,181.97
81,DISOLVIENDO,35,20.0,18.81,17.74,19.82,2.07,2,0,0,0,43.91,66.81,181.09
82,DISOLVIENDO,35,20.0,18.81,17.75,19.82,2.06,2,0,0,0,43.96,66.81,180.22
83,DISOLVIENDO,35,20.0,18.81,17.76,19.81,2.05,2,0,0,0,44.03,66.81,179.35
84,DISOLVIENDO,35,20.0,18.81,17.77,19.81,2.04,3,0,0,0,44.11,66.81,178.47
85,DISOLVIENDO,35,20.0,18.81,17.78,19.81,2.03,3,0,0,0,44.19,66.81,177.61
86,DISOLVIENDO,35,20.0,18.81,17.79,19.81,2.02,3,0,0,0,44.29,66.81,176.74
87,DISOLVIENDO,35,20.0,18.82,17.8,19.81,2.01,3,0,0,0,44.39,66.81,175.87
88,RECUPERADO,35,20.0,18.82,17.81,19.8,1.99,3,0,0,0,44.5,66.81,175.01
89,RECUPERADO,35,20.0,18.82,17.82,19.8,1.98,3,0,0,0,44.62,66.81,174.15
90,RECUPERADO,35,20.0,18.82,17.84,19.8,1.96,3,0,0,0,44.75,66.81,173.29
91,RECUPERADO,35,20.0,18.82,17.85,19.8,1.95,3,0,0,0,44.88,66.81,172.43
92,RECUPERADO,35,20.0,18.82,17.86,19.8,1.94,3,0,0,0,45.01,66.81,171.57
