segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
1,ESTABILIZANDO,27,25.0,1.25,1.25,1.25,0.0,0,0,0,27,88.08,88.08,88.08
2,ESTABILIZANDO,27,25.0,2.5,2.5,2.5,0.0,0,0,0,27,88.08,88.08,88.08
3,ESTABILIZANDO,27,25.0,3.75,3.75,3.75,0.0,0,0,0,27,88.08,88.08,88.08
4,ESTABILIZANDO,27,25.0,5.0,5.0,5.0,0.0,0,0,0,27,88.08,88.08,88.08
5,ESTABILIZANDO,27,25.0,6.25,6.25,6.25,0.0,0,0,0,27,88.08,88.08,88.08
6,ESTABILIZANDO,27,25.0,7.5,7.5,7.5,0.0,0,0,0,27,88.08,88.08,88.08
7,FLUJO_SINCRO,27,25.0,9.67,9.67,9.67,0.0,0,0,0,27,88.08,88.08,88.08
8,FLUJO_SINCRO,27,25.0,11.67,11.67,11.67,0.0,0,0,0,27,88.08,88.08,88.08
9,FLUJO_SINCRO,27,25.0,13.47,13.47,13.47,0.0,0,0,0,27,88.08,88.08,88.08
10,FLUJO_SINCRO,27,25.0,15.07,15.07,15.07,0.0,0,0,0,27,88.08,88.08,88.08
11,FRENADA_ORIGEN,27,25.0,15.97,3.07,16.47,13.4,0,1,0,26,80.79,88.08,95.47
12,FRENADA_ORIGEN,27,25.0,16.98,0.0,17.69,17.69,0,0,1,25,64.81,88.08,112.38
13,FRENADA_ORIGEN,27,25.0,17.9,0.0,18.73,18.73,0,1,1,25,49.08,88.08,130.65
14,FRENADA_ORIGEN,27,25.0,18.65,0.0,19.61,19.61,0,1,1,24,34.66,88.08,149.88
15,FRENADA_ORIGEN,27,25.0,19.23,0.0,20.36,20.36,0,1,1,24,22.43,88.08,169.92
16,DISOLVIENDO,27,25.0,19.76,2.49,20.98,18.49,0,1,0,24,14.26,88.08,189.25
17,DISOLVIENDO,27,25.0,20.22,4.94,21.5,16.56,0,1,0,1,10.54,88.08,206.68
18,DISOLVIENDO,27,25.0,20.62,6.79,21.93,15.14,0,1,0,1,9.99,88.08,222.18
19,DISOLVIENDO,27,25.0,20.97,7.53,22.28,14.75,0,1,0,2,11.38,88.08,235.78
20,DISOLVIENDO,27,25.0,21.28,8.8,22.57,13.77,0,1,0,2,13.84,88.08,247.56
21,DISOLVIENDO,27,25.0,21.55,10.28,22.81,12.52,0,0,0,2,16.86,88.08,257.64
22,DISOLVIENDO,27,25.0,21.79,11.81,23.0,11.2,0,0,0,2,20.13,88.08,266.16
23,DISOLVIENDO,27,25.0,22.01,13.06,23.16,10.1,0,0,0,2,19.94,88.08,273.27
24,DISOLVIENDO,27,25.0,22.2,13.56,23.29,9.73,0,0,0,3,20.66,88.08,279.13
25,DISOLVIENDO,27,25.0,22.37,14.27,23.4,9.13,0,0,0,3,22.06,88.08,283.89
26,DISOLVIENDO,27,25.0,22.52,15.07,23.48,8.41,0,0,0,3,23.86,88.08,287.71
27,DISOLVIENDO,27,25.0,22.65,15.89,23.55,7.66,0,0,0,3,25.88,88.08,290.71
28,DISOLVIENDO,27,25.0,22.77,16.68,23.61,6.92,0,0,0,3,27.99,88.08,293.03
29,DISOLVIENDO,27,25.0,22.87,17.43,23.66,6.23,0,0,0,3,30.11,88.08,294.77
30,DISOLVIENDO,27,25.0,22.96,17.71,23.69,5.98,0,0,0,2,30.75,88.08,296.02
31,DISOLVIENDO,27,25.0,23.04,18.01,23.72,5.72,0,0,0,1,31.33,88.08,296.86
32,DISOLVIENDO,27,25.0,23.1,18.34,23.75,5.41,0,0,0,1,32.17,88.08,297.38
33,DISOLVIENDO,27,25.0,23.16,18.69,23.77,5.08,0,0,0,0,33.17,88.08,297.61
34,DISOLVIENDO,27,25.0,23.22,19.03,23.87,4.84,0,0,0,0,34.27,88.08,297.62
35,DISOLVIENDO,27,25.0,23.26,19.36,24.05,4.69,1,0,0,0,35.43,88.08,297.43
36,DISOLVIENDO,27,25.0,23.3,19.67,24.2,4.53,1,0,0,0,36.6,88.08,297.1
37,DISOLVIENDO,27,25.0,23.33,19.96,24.33,4.37,1,0,0,0,37.78,88.08,296.64
38,DISOLVIENDO,27,25.0,23.36,20.22,24.43,4.2,1,0,0,0,38.94,88.08,296.08
39,DISOLVIENDO,27,25.0,23.39,20.32,24.51,4.19,1,0,0,0,40.07,88.08,295.43
40,DISOLVIENDO,27,25.0,23.41,20.42,24.57,4.15,1,0,0,0,41.01,88.08,294.72
41,DISOLVIENDO,27,25.0,23.43,20.53,24.63,4.1,1,0,0,0,41.33,88.08,293.95
42,DISOLVIENDO,27,25.0,23.45,20.64,24.67,4.03,1,0,0,0,41.72,88.08,293.14
43,DISOLVIENDO,27,25.0,23.46,20.75,24.71,3.96,1,0,0,0,42.18,88.08,292.29
44,DISOLVIENDO,27,25.0,23.48,20.86,24.74,3.87,1,0,0,0,42.68,88.08,291.42
45,DISOLVIENDO,27,25.0,23.49,20.97,24.76,3.79,1,0,0,0,43.22,88.08,290.52
46,DISOLVIENDO,27,25.0,23.5,21.08,24.78,3.7,1,0,0,0,43.77,88.08,289.6
47,DISOLVIENDO,27,25.0,23.51,21.18,24.79,3.62,1,0,0,0,44.34,88.08,288.66
48,DISOLVIENDO,27,25.0,23.52,21.27,24.8,3.53,1,0,0,0,44.92,88.08,287.71
49,DISOLVIENDO,27,25.0,23.53,21.36,24.81,3.45,1,0,0,0,45.5,88.08,286.76
50,DISOLVIENDO,27,25.0,23.54,21.45,24.82,3.37,1,0,0,0,46.09,88.08,285.79
51,DISOLVIENDO,27,25.0,23.54,21.54,24.83,3.29,1,0,0,0,46.67,88.08,284.82
52,DISOLVIENDO,27,25.0,23.55,21.6,24.83,3.23,1,0,0,0,47.25,88.08,283.84
53,DISOLVIENDO,27,25.0,23.56,21.63,24.83,3.2,1,0,0,0,47.83,88.08,282.86
54,DISOLVIENDO,27,25.0,23.56,21.66,24.84,3.18,1,0,0,0,48.4,88.08,281.88
55,DISOLVIENDO,27,25.0,23.57,21.69,24.84,3.15,1,0,0,0,48.96,88.08,280.9
56,DISOLVIENDO,27,25.0,23.57,21.72,24.84,3.12,1,0,0,0,49.21,88.08,279.91
