segundo,estado,num_cars,max_speed,avg_velocity,min_velocity,max_velocity,v_diff,vehicles_cruising,vehicles_braking,vehicles_stopped,vehicles_accelerating,min_gap,avg_gap,max_gap
36,DISOLVIENDO,20,25.0,23.93,21.12,24.32,3.2,16,0,0,0,44.62,120.66,339.71
37,DISOLVIENDO,20,25.0,23.96,21.33,24.35,3.02,16,0,0,0,45.84,120.66,339.74
38,DISOLVIENDO,20,25.0,23.99,21.53,24.46,2.93,16,0,0,0,47.04,120.66,339.66
39,DISOLVIENDO,20,25.0,24.02,21.71,24.54,2.83,16,0,0,0,48.22,120.66,339.49
40,DISOLVIENDO,20,25.0,24.04,21.87,24.61,2.74,16,0,0,0,49.37,120.66,339.26
41,DISOLVIENDO,20,25.0,24.06,22.01,24.66,2.65,16,0,0,0,50.5,120.66,338.97
42,DISOLVIENDO,20,25.0,24.07,22.14,24.71,2.57,16,0,0,0,51.6,120.66,338.64
43,DISOLVIENDO,20,25.0,24.09,22.26,24.75,2.49,16,0,0,0,52.66,120.66,338.27
44,DISOLVIENDO,20,25.0,24.1,22.36,24.78,2.41,16,0,0,0,53.7,120.66,337.87
45,DISOLVIENDO,20,25.0,24.11,22.46,24.8,2.34,16,0,0,0,54.71,120.66,337.44
46,DISOLVIENDO,20,25.0,24.12,22.52,24.82,2.3,16,0,0,0,55.7,120.66,337.0
47,DISOLVIENDO,20,25.0,24.13,22.55,24.84,2.29,16,0,0,0,56.65,120.66,336.53
48,DISOLVIENDO,20,25.0,24.13,22.58,24.85,2.27,16,0,0,0,57.58,120.66,336.06
49,DISOLVIENDO,20,25.0,24.14,22.61,24.86,2.25,16,0,0,0,58.49,120.66,335.57
50,DISOLVIENDO,20,25.0,24.15,22.64,24.87,2.23,16,0,0,0,59.37,120.66,335.08
51,DISOLVIENDO,20,25.0,24.15,22.67,24.87,2.21,16,0,0,0,59.96,120.66,334.58
52,DISOLVIENDO,20,25.0,24.16,22.7,24.88,2.18,16,0,0,0,60.2,120.66,334.07
53,DISOLVIENDO,20,25.0,24.16,22.73,24.88,2.16,16,0,0,0,60.45,120.66,333.56
54,DISOLVIENDO,20,25.0,24.17,22.76,24.89,2.13,16,0,0,0,60.73,120.66,333.04
55,DISOLVIENDO,20,25.0,24.17,22.79,24.89,2.11,16,0,0,0,61.03,120.66,332.53
56,DISOLVIENDO,20,25.0,24.17,22.81,24.89,2.08,16,0,0,0,61.34,120.66,332.01
57,DISOLVIENDO,20,25.0,24.18,22.84,24.89,2.05,16,0,0,0,61.66,120.66,331.48
58,DISOLVIENDO,20,25.0,24.18,22.87,24.9,2.03,16,0,0,0,61.99,120.66,330.96
59,DISOLVIENDO,20,25.0,24.18,22.89,24.9,2.0,16,0,0,0,62.33,120.66,330.44
60,RECUPERADO,20,25.0,24.19,22.92,24.9,1.98,16,0,0,0,62.68,120.66,329.91
61,RECUPERADO,20,25.0,24.19,22.94,24.9,1.95,16,0,0,0,63.03,120.66,329.38
62,RECUPERADO,20,25.0,24.19,22.97,24.9,1.93,17,0,0,0,63.39,120.66,328.86
63,RECUPERADO,20,25.0,24.19,22.99,24.9,1.9,17,0,0,0,63.76,120.66,328.33
64,RECUPERADO,20,25.0,24.19,23.02,24.9,1.88,17,0,0,0,64.13,120.66,327.8
