segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,coches_parados,coches_atasco,coches_frenando,coches_normal,coches_acelerando,coches_crucero,gap_min,gap_medio,gap_max,accel_media,coches_acelerando_count,coches_frenando_count,max_stopped_acumulado,max_v_diff_acumulado
202,DISOLVIENDO,28.06,27.12,29.3,2.18,0,0,0,31,0,4,51.33,66.81,110.2,0.0,20,15,1,24.44
203,DISOLVIENDO,28.06,27.12,29.3,2.18,0,0,0,31,0,4,51.36,66.81,109.83,0.0,21,14,1,24.44
204,DISOLVIENDO,28.06,27.13,29.3,2.17,0,0,0,31,0,4,51.39,66.81,109.45,0.0,21,14,1,24.44
205,DISOLVIENDO,28.06,27.13,29.3,2.16,0,0,0,31,0,4,51.43,66.81,109.07,0.0,21,14,1,24.44
206,DISOLVIENDO,28.06,27.14,29.3,2.16,0,0,0,31,0,4,51.46,66.81,108.68,0.0,21,14,1,24.44
207,DISOLVIENDO,28.06,27.14,29.3,2.15,0,0,0,31,0,4,51.5,66.81,108.28,0.0,21,14,1,24.44
208,DISOLVIENDO,28.06,27.14,29.29,2.15,0,0,0,31,0,4,51.54,66.81,107.88,0.0,21,14,1,24.44
209,DISOLVIENDO,28.06,27.15,29.29,2.15,0,0,0,31,0,4,51.58,66.81,107.47,0.0,21,14,1,24.44
210,DISOLVIENDO,28.06,27.15,29.29,2.14,0,0,0,31,0,4,51.63,66.81,107.05,0.0,21,14,1,24.44
211,DISOLVIENDO,28.06,27.15,29.29,2.14,0,0,0,31,0,4,51.68,66.81,106.63,0.0,21,14,1,24.44
212,DISOLVIENDO,28.06,27.15,29.29,2.14,0,0,0,31,0,4,51.7,66.81,106.2,0.0,21,14,1,24.44
213,DISOLVIENDO,28.07,27.16,29.29,2.13,0,0,0,31,0,4,51.72,66.81,105.77,0.0,21,14,1,24.44
214,DISOLVIENDO,28.07,27.16,29.29,2.13,0,0,0,31,0,4,51.74,66.81,105.42,0.0,21,14,1,24.44
215,DISOLVIENDO,28.07,27.17,29.29,2.12,0,0,0,31,0,4,51.76,66.81,105.36,0.0,21,14,1,24.44
216,DISOLVIENDO,28.07,27.17,29.28,2.11,0,0,0,31,0,4,51.79,66.81,105.29,0.0,22,13,1,24.44
217,DISOLVIENDO,28.07,27.17,29.28,2.11,0,0,0,31,0,4,51.82,66.81,105.21,0.0,22,13,1,24.44
218,DISOLVIENDO,28.07,27.18,29.28,2.1,0,0,0,31,0,4,51.85,66.81,105.13,0.0,22,13,1,24.44
219,DISOLVIENDO,28.07,27.18,29.28,2.1,0,0,0,31,0,4,51.88,66.81,105.05,0.0,22,13,1,24.44
220,DISOLVIENDO,28.07,27.19,29.28,2.09,0,0,0,31,0,4,51.92,66.81,104.96,0.0,22,13,1,24.44
221,DISOLVIENDO,28.07,27.19,29.27,2.09,0,0,0,31,0,4,51.95,66.81,104.86,0.0,22,13,1,24.44
222,DISOLVIENDO,28.07,27.19,29.27,2.08,0,0,0,31,0,4,51.99,66.81,104.76,0.0,22,13,1,24.44
223,DISOLVIENDO,28.07,27.19,29.27,2.08,0,0,0,31,0,4,52.03,66.81,104.65,0.0,22,13,1,24.44
224,DISOLVIENDO,28.07,27.19,29.27,2.07,0,0,0,31,0,4,52.07,66.81,104.53,0.0,22,13,1,24.44
225,DISOLVIENDO,28.07,27.2,29.26,2.07,0,0,0,31,0,4,52.11,66.81,104.41,0.0,22,13,1,24.44
226,DISOLVIENDO,28.07,27.2,29.26,2.06,0,0,0,31,0,4,52.13,66.81,104.28,0.0,22,13,1,24.44
227,DISOLVIENDO,28.07,27.2,29.26,2.06,0,0,0,31,0,4,52.14,66.81,104.15,0.0,22,13,1,24.44
228,DISOLVIENDO,28.08,27.21,29.25,2.05,0,0,0,31,0,4,52.16,66.81,104.01,0.0,22,13,1,24.44
229,DISOLVIENDO,28.08,27.21,29.25,2.04,0,0,0,31,0,4,52.19,66.81,103.87,0.0,22,13,1,24.44
230,DISOLVIENDO,28.08,27.21,29.25,2.04,0,0,0,31,0,4,52.21,66.81,103.72,0.0,23,12,1,24.44
231,DISOLVIENDO,28.08,27.22,29.25,2.03,0,0,0,31,0,4,52.24,66.81,103.56,0.0,23,12,1,24.44
232,DISOLVIENDO,28.08,27.22,29.24,2.02,0,0,0,31,0,4,52.27,66.81,103.39,0.0,22,13,1,24.44
233,DISOLVIENDO,28.08,27.22,29.24,2.01,0,0,0,31,0,4,52.3,66.81,103.22,0.0,22,13,1,24.44
234,DISOLVIENDO,28.08,27.23,29.24,2.01,0,0,0,31,0,4,52.33,66.81,103.05,0.0,22,13,1,24.44
235,DISOLVIENDO,28.08,27.23,29.23,2.0,0,0,0,30,0,5,52.37,66.81,102.87,0.0,22,13,1,24.44
236,RECUPERADO,28.08,27.23,29.23,2.0,0,0,0,30,0,5,52.4,66.81,102.68,0.0,22,13,1,24.44
237,RECUPERADO,28.08,27.23,29.22,1.99,0,0,0,30,0,5,52.44,66.81,102.48,0.0,22,13,1,24.44
238,RECUPERADO,28.08,27.23,29.22,1.99,0,0,0,30,0,5,52.48,66.81,102.28,0.0,22,13,1,24.44
239,RECUPERADO,28.08,27.24,29.22,1.98,0,0,0,30,0,5,52.5,66.81,102.08,0.0,22,13,1,24.44
240,RECUPERADO,28.08,27.24,29.21,1.97,0,0,0,31,0,4,52.52,66.81,101.86,0.0,22,13,1,24.44
