segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_acelerando,coches_decelerando,coches_constante,gap_min,gap_medio,gap_max,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_v_diff
172,DISOLVIENDO,23.38,22.36,24.65,2.28,15.92,1339.0,110.0,0,0,0,40,41.35,57.83,128.92,3367.1,0,0,2,23.61
173,DISOLVIENDO,23.38,22.37,24.64,2.27,15.92,1339.0,110.0,0,0,0,40,41.39,57.83,127.89,3369.5,0,0,2,23.61
174,DISOLVIENDO,23.38,22.37,24.64,2.26,15.92,1339.0,110.0,0,0,0,40,41.44,57.83,126.87,3371.9,0,0,2,23.61
175,DISOLVIENDO,23.38,22.38,24.63,2.25,15.92,1340.0,110.0,0,0,0,40,41.48,57.83,125.85,3374.4,0,0,2,23.61
176,DISOLVIENDO,23.38,22.38,24.62,2.24,15.92,1340.0,110.0,0,0,0,40,41.53,57.83,124.84,3376.8,0,0,2,23.61
177,DISOLVIENDO,23.38,22.38,24.62,2.23,15.92,1340.0,110.0,0,0,0,40,41.58,57.83,123.83,3379.2,0,0,2,23.61
178,DISOLVIENDO,23.38,22.39,24.61,2.23,15.92,1340.0,110.0,0,0,0,40,41.64,57.83,122.83,3381.6,0,0,2,23.61
179,DISOLVIENDO,23.38,22.39,24.61,2.22,15.92,1340.0,110.0,0,0,0,40,41.67,57.83,121.84,3384.1,0,0,2,23.61
180,DISOLVIENDO,23.38,22.39,24.61,2.22,15.92,1340.0,110.0,0,0,0,40,41.69,57.83,120.85,3386.5,0,0,2,23.61
181,DISOLVIENDO,23.38,22.4,24.61,2.21,15.92,1340.0,110.0,0,0,0,40,41.71,57.83,119.87,3388.9,0,0,2,23.61
182,DISOLVIENDO,23.39,22.4,24.61,2.21,15.92,1340.0,110.1,0,0,0,40,41.74,57.83,118.89,3391.2,0,0,2,23.61
183,DISOLVIENDO,23.39,22.41,24.61,2.2,15.92,1340.0,110.1,0,0,0,40,41.77,57.83,117.92,3393.6,0,0,2,23.61
184,DISOLVIENDO,23.39,22.41,24.61,2.2,15.92,1340.0,110.1,0,0,0,40,41.8,57.83,116.95,3396.0,0,0,2,23.61
185,DISOLVIENDO,23.39,22.42,24.61,2.19,15.92,1340.0,110.1,0,0,0,40,41.83,57.83,115.99,3398.3,0,0,2,23.61
186,DISOLVIENDO,23.39,22.42,24.61,2.18,15.92,1340.0,110.1,0,0,0,40,41.87,57.83,115.04,3400.7,0,0,2,23.61
187,DISOLVIENDO,23.39,22.43,24.61,2.18,15.92,1340.0,110.1,0,0,0,40,41.91,57.83,114.09,3403.0,0,0,2,23.61
188,DISOLVIENDO,23.39,22.43,24.61,2.17,15.92,1340.0,110.1,0,0,0,40,41.95,57.83,113.15,3405.4,0,0,2,23.61
189,DISOLVIENDO,23.39,22.44,24.61,2.17,15.92,1340.0,110.1,0,0,0,40,42.0,57.83,112.22,3407.8,0,0,2,23.61
190,DISOLVIENDO,23.39,22.44,24.6,2.17,15.92,1340.0,110.1,0,0,0,40,42.04,57.83,111.29,3410.1,0,0,2,23.61
191,DISOLVIENDO,23.39,22.44,24.6,2.16,15.92,1340.0,110.1,0,0,0,40,42.09,57.83,110.37,3412.4,0,0,2,23.61
192,DISOLVIENDO,23.39,22.44,24.6,2.16,15.92,1340.0,110.1,0,0,0,40,42.13,57.83,109.49,3414.8,0,0,2,23.61
193,DISOLVIENDO,23.4,22.45,24.6,2.15,15.92,1340.0,110.1,0,0,0,40,42.15,57.83,109.41,3417.1,0,0,2,23.61
194,DISOLVIENDO,23.4,22.45,24.6,2.15,15.92,1341.0,110.1,0,0,0,40,42.17,57.83,109.32,3419.4,0,0,2,23.61
195,DISOLVIENDO,23.4,22.45,24.6,2.14,15.92,1341.0,110.1,0,0,0,40,42.19,57.83,109.23,3421.8,0,0,2,23.61
196,DISOLVIENDO,23.4,22.46,24.6,2.14,15.92,1341.0,110.1,0,0,0,40,42.21,57.83,109.13,3424.1,0,0,2,23.61
197,DISOLVIENDO,23.4,22.46,24.6,2.13,15.92,1341.0,110.1,0,0,0,40,42.24,57.83,109.02,3426.4,0,0,2,23.61
198,DISOLVIENDO,23.4,22.47,24.59,2.13,15.92,1341.0,110.1,0,0,0,40,42.27,57.83,108.91,3428.7,0,0,2,23.61
199,DISOLVIENDO,23.4,22.47,24.59,2.12,15.92,1341.0,110.1,0,0,0,40,42.31,57.83,108.79,3430.9,0,0,2,23.61
200,DISOLVIENDO,23.4,22.48,24.59,2.11,15.92,1341.0,110.1,0,0,0,40,42.34,57.83,108.67,3433.2,0,0,2,23.61
201,DISOLVIENDO,23.4,22.48,24.59,2.11,15.92,1341.0,110.1,0,0,0,40,42.38,57.83,108.54,3435.5,0,0,2,23.61
202,DISOLVIENDO,23.4,22.49,24.59,2.1,15.92,1341.0,110.1,0,0,0,40,42.42,57.83,108.4,3437.8,0,0,2,23.61
203,DISOLVIENDO,23.4,22.49,24.59,2.1,15.92,1341.0,110.1,0,0,0,40,42.46,57.83,108.26,3440.1,0,0,2,23.61
204,DISOLVIENDO,23.4,22.49,24.59,2.1,15.92,1341.0,110.1,0,0,0,40,42.5,57.83,108.11,3442.4,0,0,2,23.61
205,DISOLVIENDO,23.41,22.49,24.58,2.09,15.92,1341.0,110.1,0,0,0,40,42.55,57.83,107.95,3444.7,0,0,2,23.61
206,DISOLVIENDO,23.41,22.49,24.58,2.09,15.92,1341.0,110.1,0,0,0,40,42.57,57.83,107.79,3447.0,0,0,2,23.61
207,DISOLVIENDO,23.41,22.5,24.58,2.08,15.92,1341.0,110.1,0,0,0,40,42.58,57.83,107.62,3449.2,0,0,2,23.61
208,DISOLVIENDO,23.41,22.5,24.58,2.08,15.92,1341.0,110.2,0,0,0,40,42.6,57.83,107.44,3451.5,0,0,2,23.61
209,DISOLVIENDO,23.41,22.5,24.58,2.07,15.92,1341.0,110.2,0,0,0,40,42.63,57.83,107.26,3453.8,0,0,2,23.61
210,DISOLVIENDO,23.41,22.51,24.57,2.07,15.92,1341.0,110.2,0,0,0,40,42.65,57.83,107.07,3456.0,0,0,2,23.61
211,DISOLVIENDO,23.41,22.51,24.57,2.06,15.92,1341.0,110.2,0,0,0,40,42.68,57.83,106.87,3458.3,0,0,2,23.61
212,DISOLVIENDO,23.41,22.52,24.57,2.05,15.92,1341.0,110.2,0,0,0,40,42.71,57.83,106.67,3460.5,0,0,2,23.61
213,DISOLVIENDO,23.41,22.52,24.57,2.05,15.92,1341.0,110.2,0,0,0,40,42.74,57.83,106.46,3462.7,0,0,2,23.61
214,DISOLVIENDO,23.41,22.52,24.56,2.04,15.92,1341.0,110.2,0,0,0,40,42.77,57.83,106.24,3465.0,0,0,2,23.61
215,DISOLVIENDO,23.41,22.53,24.56,2.03,15.92,1341.0,110.2,0,0,0,40,42.81,57.83,106.02,3467.2,0,0,2,23.61
216,DISOLVIENDO,23.41,22.53,24.56,2.03,15.92,1341.0,110.2,0,0,0,40,42.84,57.83,105.79,3469.5,0,0,2,23.61
217,DISOLVIENDO,23.41,22.53,24.56,2.02,15.92,1342.0,110.2,0,0,0,40,42.88,57.83,105.55,3471.7,0,0,2,23.61
218,DISOLVIENDO,23.41,22.53,24.55,2.02,15.92,1342.0,110.2,0,0,0,40,42.92,57.83,105.31,3473.9,0,0,2,23.61
219,DISOLVIENDO,23.42,22.54,24.55,2.01,15.92,1342.0,110.2,0,0,0,40,42.96,57.83,105.06,3476.2,0,0,2,23.61
220,DISOLVIENDO,23.42,22.54,24.55,2.01,15.92,1342.0,110.2,0,0,0,40,42.97,57.83,104.8,3478.4,0,0,2,23.61
221,DISOLVIENDO,23.42,22.54,24.55,2.0,15.92,1342.0,110.2,0,0,0,40,42.99,57.83,104.54,3480.6,0,0,2,23.61
222,RECUPERADO,23.42,22.55,24.54,2.0,15.92,1342.0,110.2,0,0,0,40,43.0,57.83,104.27,3482.8,0,0,2,23.61
223,RECUPERADO,23.42,22.55,24.54,1.99,15.92,1342.0,110.2,0,0,0,40,43.03,57.83,104.0,3485.0,0,0,2,23.61
224,RECUPERADO,23.42,22.55,24.54,1.99,15.92,1342.0,110.2,0,0,0,40,43.05,57.83,103.71,3487.2,0,0,2,23.61
225,RECUPERADO,23.42,22.56,24.53,1.98,15.92,1342.0,110.2,0,0,0,40,43.07,57.83,103.43,3489.4,0,0,2,23.61
226,RECUPERADO,23.42,22.56,24.53,1.97,15.92,1342.0,110.2,0,0,0,40,43.1,57.83,103.13,3491.6,0,0,2,23.61
