segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_acelerando,coches_decelerando,coches_constante,gap_min,gap_medio,gap_max,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_v_diff
14,FRENADA_ORIGEN,23.13,0.0,24.47,24.47,9.95,828.0,108.8,1,0,2,22,37.84,95.53,164.78,502.3,0,-0.0,1,24.47
15,FRENADA_ORIGEN,22.95,0.0,24.48,24.48,9.95,822.0,108.0,1,0,2,22,23.83,95.53,189.25,579.4,0,-0.0,1,24.48
16,DISOLVIENDO,22.87,2.5,24.48,21.98,9.95,819.0,107.6,0,1,2,22,14.75,95.53,212.36,651.3,0,-11.9,1,24.48
17,DISOLVIENDO,22.82,5.0,24.48,19.48,9.95,817.0,107.4,0,1,2,22,10.6,95.53,232.96,713.8,0,-8.0,1,24.48
18,DISOLVIENDO,22.81,7.03,24.48,17.45,9.95,817.0,107.3,0,1,1,23,9.91,95.53,251.08,769.3,0,-6.7,1,24.48
19,DISOLVIENDO,22.84,7.86,24.48,16.62,9.95,818.0,107.5,0,2,2,21,11.34,95.53,266.71,820.2,0,-6.5,1,24.48
20,DISOLVIENDO,22.91,9.35,24.48,15.14,9.95,820.0,107.8,0,2,2,21,13.98,95.53,279.92,864.5,0,-6.8,1,24.48
21,DISOLVIENDO,23.0,11.15,24.48,13.34,9.95,824.0,108.2,0,2,1,22,17.28,95.53,290.78,899.7,0,0,1,24.48
22,DISOLVIENDO,23.12,13.06,24.48,11.43,9.95,828.0,108.8,0,2,1,22,18.67,95.53,299.44,925.9,0,0,1,24.48
23,DISOLVIENDO,23.26,13.96,24.49,10.53,9.95,833.0,109.4,0,3,1,21,19.11,95.53,306.11,949.0,0,0,1,24.48
24,DISOLVIENDO,23.4,14.93,24.49,9.55,9.95,838.0,110.1,0,3,1,21,20.57,95.53,311.05,968.6,0,0,1,24.48
25,DISOLVIENDO,23.53,16.09,24.49,8.39,9.95,843.0,110.7,0,3,0,22,22.59,95.53,314.57,983.3,0,0,1,24.48
26,DISOLVIENDO,23.66,17.28,24.49,7.21,9.95,847.0,111.3,0,3,0,22,24.85,95.53,316.97,992.5,0,0,1,24.48
27,DISOLVIENDO,23.77,18.38,24.49,6.1,9.95,851.0,111.8,0,3,0,22,27.15,95.53,318.51,998.8,0,0,1,24.48
28,DISOLVIENDO,23.86,19.35,24.49,5.13,9.95,855.0,112.3,0,2,0,23,29.34,95.53,319.44,1004.3,0,0,1,24.48
29,DISOLVIENDO,23.94,19.83,24.49,4.66,9.95,857.0,112.7,0,2,0,23,31.36,95.53,319.92,1009.0,0,0,1,24.48
30,DISOLVIENDO,24.01,20.21,24.49,4.28,9.95,860.0,113.0,0,1,0,24,32.17,95.53,320.1,1012.7,0,0,1,24.48
31,DISOLVIENDO,24.06,20.58,24.59,4.02,9.95,862.0,113.2,0,0,0,25,32.86,95.53,320.06,1015.5,0,0,1,24.48
32,DISOLVIENDO,24.1,20.91,24.71,3.8,9.95,863.0,113.4,0,0,0,25,33.65,95.53,319.89,1017.7,0,0,1,24.48
33,DISOLVIENDO,24.13,21.21,24.79,3.58,9.95,864.0,113.6,0,0,0,25,34.47,95.53,319.62,1019.3,0,0,1,24.48
34,DISOLVIENDO,24.16,21.46,24.84,3.39,9.95,865.0,113.7,0,0,0,25,35.29,95.53,319.28,1020.6,0,0,1,24.48
35,DISOLVIENDO,24.18,21.67,24.88,3.21,9.95,866.0,113.8,0,0,0,25,36.09,95.53,318.9,1021.7,0,0,1,24.48
36,DISOLVIENDO,24.19,21.85,24.9,3.05,9.95,866.0,113.8,0,0,0,25,36.87,95.53,318.5,1022.8,0,0,1,24.48
37,DISOLVIENDO,24.21,22.0,24.92,2.92,9.95,867.0,113.9,0,0,0,25,37.62,95.53,318.07,1023.8,0,0,1,24.48
38,DISOLVIENDO,24.22,22.13,24.93,2.8,9.95,867.0,114.0,0,0,0,25,38.35,95.53,317.63,1024.9,0,0,1,24.48
39,DISOLVIENDO,24.23,22.24,24.93,2.69,9.95,868.0,114.0,0,0,0,25,39.05,95.53,317.19,1025.9,0,0,1,24.48
40,DISOLVIENDO,24.23,22.34,24.94,2.59,9.95,868.0,114.0,0,0,0,25,39.72,95.53,316.74,1027.0,0,0,1,24.48
41,DISOLVIENDO,24.24,22.43,24.94,2.51,9.95,868.0,114.1,0,0,0,25,40.38,95.53,316.28,1028.0,0,0,1,24.48
42,DISOLVIENDO,24.25,22.51,24.94,2.43,9.95,868.0,114.1,0,0,0,25,41.01,95.53,315.83,1029.1,0,0,1,24.48
43,DISOLVIENDO,24.25,22.59,24.94,2.36,9.95,868.0,114.1,0,0,0,25,41.63,95.53,315.37,1030.1,0,0,1,24.48
44,DISOLVIENDO,24.26,22.65,24.94,2.29,9.95,869.0,114.1,0,0,0,25,42.24,95.53,314.91,1031.2,0,0,1,24.48
45,DISOLVIENDO,24.26,22.72,24.95,2.23,9.95,869.0,114.2,0,0,0,25,42.82,95.53,314.45,1032.2,0,0,1,24.48
46,DISOLVIENDO,24.27,22.77,24.95,2.18,9.95,869.0,114.2,0,0,0,25,43.4,95.53,313.99,1033.3,0,0,1,24.48
47,DISOLVIENDO,24.27,22.79,24.95,2.16,9.95,869.0,114.2,0,0,0,25,43.96,95.53,313.53,1034.3,0,0,1,24.48
48,DISOLVIENDO,24.27,22.81,24.95,2.14,9.95,869.0,114.2,0,0,0,25,44.51,95.53,313.07,1035.3,0,0,1,24.48
49,DISOLVIENDO,24.28,22.83,24.95,2.12,9.95,869.0,114.2,0,0,0,25,45.04,95.53,312.61,1036.4,0,0,1,24.48
50,DISOLVIENDO,24.28,22.85,24.95,2.1,9.95,869.0,114.3,0,0,0,25,45.57,95.53,312.15,1037.4,0,0,1,24.48
51,DISOLVIENDO,24.28,22.87,24.95,2.07,9.95,870.0,114.3,0,0,0,25,46.08,95.53,311.69,1038.4,0,0,1,24.48
52,DISOLVIENDO,24.29,22.89,24.95,2.05,9.95,870.0,114.3,0,0,0,25,46.32,95.53,311.23,1039.4,0,0,1,24.48
53,DISOLVIENDO,24.29,22.92,24.95,2.03,9.95,870.0,114.3,0,0,0,25,46.49,95.53,310.77,1040.4,0,0,1,24.48
54,DISOLVIENDO,24.29,22.94,24.95,2.01,9.95,870.0,114.3,0,0,0,25,46.67,95.53,310.31,1041.3,0,0,1,24.48
55,RECUPERADO,24.29,22.96,24.94,1.98,9.95,870.0,114.3,0,0,0,25,46.87,95.53,309.85,1042.3,0,0,1,24.48
56,RECUPERADO,24.3,22.98,24.94,1.96,9.95,870.0,114.3,0,0,0,25,47.07,95.53,309.39,1043.2,0,0,1,24.48
57,RECUPERADO,24.3,23.01,24.94,1.94,9.95,870.0,114.3,0,0,0,25,47.29,95.53,308.93,1044.1,0,0,1,24.48
58,RECUPERADO,24.3,23.03,24.94,1.92,9.95,870.0,114.4,0,0,0,25,47.51,95.53,308.47,1045.0,0,0,1,24.48
59,RECUPERADO,24.3,23.05,24.94,1.89,9.95,870.0,114.4,0,0,0,25,47.74,95.53,308.01,1045.8,0,0,1,24.48
