segundo,estado_sistema,vel_media,vel_min,vel_max,v_diff,densidad_veh_km,flujo_veh_h,eficiencia_pct,coches_parados,coches_acelerando,coches_decelerando,coches_constante,gap_min,gap_medio,gap_max,energia_disipada_acum,tiempo_perdido_acum,vel_onda_kmh,max_parados,max_v_diff
177,DISOLVIENDO,28.46,27.49,29.77,2.28,11.94,1223.0,111.6,0,0,0,30,55.03,78.78,207.22,330.7,0,0,1,28.71
178,DISOLVIENDO,28.46,27.49,29.76,2.27,11.94,1223.0,111.6,0,0,0,30,55.08,78.78,206.19,330.9,0,0,1,28.71
179,DISOLVIENDO,28.46,27.5,29.76,2.26,11.94,1223.0,111.6,0,0,0,30,55.14,78.78,205.17,331.1,0,0,1,28.71
180,DISOLVIENDO,28.46,27.51,29.76,2.25,11.94,1223.0,111.6,0,0,0,30,55.2,78.78,204.16,331.2,0,0,1,28.71
181,DISOLVIENDO,28.46,27.51,29.76,2.24,11.94,1223.0,111.6,0,0,0,30,55.26,78.78,203.14,331.4,0,0,1,28.71
182,DISOLVIENDO,28.46,27.52,29.76,2.24,11.94,1223.0,111.6,0,0,0,30,55.32,78.78,202.13,331.6,0,0,1,28.71
183,DISOLVIENDO,28.46,27.52,29.75,2.23,11.94,1223.0,111.6,0,0,0,30,55.39,78.78,201.11,331.8,0,0,1,28.71
184,DISOLVIENDO,28.46,27.52,29.75,2.23,11.94,1223.0,111.6,0,0,0,30,55.45,78.78,200.1,331.9,0,0,1,28.71
185,DISOLVIENDO,28.47,27.53,29.75,2.22,11.94,1223.0,111.6,0,0,0,30,55.52,78.78,199.1,332.1,0,0,1,28.71
186,DISOLVIENDO,28.47,27.53,29.75,2.22,11.94,1223.0,111.6,0,0,0,30,55.59,78.78,198.09,332.3,0,0,1,28.71
187,DISOLVIENDO,28.47,27.53,29.74,2.21,11.94,1223.0,111.6,0,0,0,30,55.66,78.78,197.09,332.5,0,0,1,28.71
188,DISOLVIENDO,28.47,27.53,29.74,2.21,11.94,1223.0,111.6,0,0,0,30,55.69,78.78,196.09,332.7,0,0,1,28.71
189,DISOLVIENDO,28.47,27.54,29.74,2.2,11.94,1223.0,111.6,0,0,0,30,55.71,78.78,195.09,332.8,0,0,1,28.71
190,DISOLVIENDO,28.47,27.54,29.74,2.19,11.94,1223.0,111.6,0,0,0,30,55.74,78.78,194.1,333.0,0,0,1,28.71
191,DISOLVIENDO,28.47,27.55,29.73,2.19,11.94,1223.0,111.7,0,0,0,30,55.78,78.78,193.11,333.2,0,0,1,28.71
192,DISOLVIENDO,28.47,27.55,29.73,2.18,11.94,1224.0,111.7,0,0,0,30,55.81,78.78,192.11,333.3,0,0,1,28.71
193,DISOLVIENDO,28.47,27.55,29.73,2.17,11.94,1224.0,111.7,0,0,0,30,55.85,78.78,191.13,333.5,0,0,1,28.71
194,DISOLVIENDO,28.47,27.56,29.73,2.17,11.94,1224.0,111.7,0,0,0,30,55.89,78.78,190.14,333.7,0,0,1,28.71
195,DISOLVIENDO,28.48,27.56,29.72,2.16,11.94,1224.0,111.7,0,0,0,30,55.93,78.78,189.16,333.8,0,0,1,28.71
196,DISOLVIENDO,28.48,27.57,29.72,2.15,11.94,1224.0,111.7,0,0,0,30,55.98,78.78,188.18,334.0,0,0,1,28.71
197,DISOLVIENDO,28.48,27.57,29.72,2.14,11.94,1224.0,111.7,0,0,0,30,56.03,78.78,187.2,334.2,0,0,1,28.71
198,DISOLVIENDO,28.48,27.58,29.72,2.14,11.94,1224.0,111.7,0,0,0,30,56.08,78.78,186.23,334.4,0,0,1,28.71
199,DISOLVIENDO,28.48,27.58,29.71,2.13,11.94,1224.0,111.7,0,0,0,30,56.13,78.78,185.26,334.5,0,0,1,28.71
200,DISOLVIENDO,28.48,27.59,29.71,2.12,11.94,1224.0,111.7,0,0,0,30,56.18,78.78,184.29,334.7,0,0,1,28.71
201,DISOLVIENDO,28.48,27.59,29.71,2.11,11.94,1224.0,111.7,0,0,0,30,56.24,78.78,183.32,334.9,0,0,1,28.71
202,DISOLVIENDO,28.48,27.59,29.7,2.11,11.94,1224.0,111.7,0,0,0,30,56.29,78.78,182.36,335.0,0,0,1,28.71
203,DISOLVIENDO,28.48,27.6,29.7,2.1,11.94,1224.0,111.7,0,0,0,30,56.35,78.78,181.4,335.2,0,0,1,28.71
204,DISOLVIENDO,28.48,27.6,29.7,2.1,11.94,1224.0,111.7,0,0,0,30,56.41,78.78,180.44,335.3,0,0,1,28.71
205,DISOLVIENDO,28.48,27.6,29.7,2.09,11.94,1224.0,111.7,0,0,0,30,56.47,78.78,179.48,335.5,0,0,1,28.71
206,DISOLVIENDO,28.49,27.6,29.69,2.09,11.94,1224.0,111.7,0,0,0,30,56.54,78.78,178.53,335.7,0,0,1,28.71
207,DISOLVIENDO,28.49,27.61,29.69,2.08,11.94,1224.0,111.7,0,0,0,30,56.56,78.78,177.58,335.8,0,0,1,28.71
208,DISOLVIENDO,28.49,27.61,29.69,2.08,11.94,1224.0,111.7,0,0,0,30,56.59,78.78,176.63,336.0,0,0,1,28.71
209,DISOLVIENDO,28.49,27.61,29.68,2.07,11.94,1224.0,111.7,0,0,0,30,56.61,78.78,175.69,336.2,0,0,1,28.71
210,DISOLVIENDO,28.49,27.62,29.68,2.06,11.94,1224.0,111.7,0,0,0,30,56.64,78.78,174.75,336.3,0,0,1,28.71
211,DISOLVIENDO,28.49,27.62,29.68,2.06,11.94,1224.0,111.7,0,0,0,30,56.67,78.78,173.81,336.5,0,0,1,28.71
212,DISOLVIENDO,28.49,27.62,29.67,2.05,11.94,1224.0,111.7,0,0,0,30,56.7,78.78,172.88,336.6,0,0,1,28.71
213,DISOLVIENDO,28.49,27.63,29.67,2.04,11.94,1224.0,111.7,0,0,0,30,56.74,78.78,171.95,336.8,0,0,1,28.71
214,DISOLVIENDO,28.49,27.63,29.67,2.04,11.94,1224.0,111.7,0,0,0,30,56.77,78.78,171.02,337.0,0,0,1,28.71
215,DISOLVIENDO,28.49,27.64,29.66,2.03,11.94,1224.0,111.7,0,0,0,30,56.81,78.78,170.09,337.1,0,0,1,28.71
216,DISOLVIENDO,28.49,27.64,29.66,2.02,11.94,1224.0,111.7,0,0,0,30,56.86,78.78,169.17,337.3,0,0,1,28.71
217,DISOLVIENDO,28.49,27.64,29.66,2.01,11.94,1224.0,111.7,0,0,0,30,56.9,78.78,168.25,337.4,0,0,1,28.71
218,DISOLVIENDO,28.5,27.65,29.65,2.01,11.94,1225.0,111.7,0,0,0,30,56.94,78.78,167.34,337.6,0,0,1,28.71
219,RECUPERADO,28.5,27.65,29.65,2.0,11.94,1225.0,111.8,0,0,0,30,56.99,78.78,166.42,337.8,0,0,1,28.71
220,RECUPERADO,28.5,27.66,29.65,1.99,11.94,1225.0,111.8,0,0,0,30,57.04,78.78,165.51,337.9,0,0,1,28.71
221,RECUPERADO,28.5,27.66,29.64,1.98,11.94,1225.0,111.8,0,0,0,30,57.09,78.78,164.61,338.1,0,0,1,28.71
222,RECUPERADO,28.5,27.66,29.64,1.98,11.94,1225.0,111.8,0,0,0,30,57.14,78.78,163.71,338.2,0,0,1,28.71
223,RECUPERADO,28.5,27.66,29.64,1.97,11.94,1225.0,111.8,0,0,0,30,57.19,78.78,162.81,338.4,0,0,1,28.71
